pair,seed,alpha,policy,train_probe_ce,test_probe_ce,source
plain_combined,1,0.42,recalibrated,1.4575784301757813,1.5278582763671875,v2:interp__plain_combined__seed1.jsonl
plain_combined,1,0.44,recalibrated,1.489947509765625,1.54417431640625,v2:interp__plain_combined__seed1.jsonl
plain_combined,1,0.46,recalibrated,1.5090804443359376,1.5503707275390626,v2:interp__plain_combined__seed1.jsonl
plain_combined,1,0.48,recalibrated,1.5170205078125,1.54647216796875,v2:interp__plain_combined__seed1.jsonl
plain_combined,1,0.5,recalibrated,1.514640380859375,1.5346771240234376,v2:interp__plain_combined__seed1.jsonl
plain_combined,1,0.52,recalibrated,1.5011060791015625,1.5149241333007812,v2:interp__plain_combined__seed1.jsonl
plain_combined,1,0.54,recalibrated,1.4756600952148438,1.4855588989257813,v2:interp__plain_combined__seed1.jsonl
plain_combined,1,0.56,recalibrated,1.4402000122070313,1.4475762939453125,v2:interp__plain_combined__seed1.jsonl
plain_combined,1,0.58,recalibrated,1.395156982421875,1.401771240234375,v2:interp__plain_combined__seed1.jsonl
plain_combined,1,0.6,recalibrated,1.34149169921875,1.349106201171875,v2:interp__plain_combined__seed1.jsonl
