coords,policy,probe,quantity,method,comparison,n_seeds,mean,sd,n_negative,n_positive,n_zero,seed0,seed1,seed2,seed3,seed4
ordinary,centre_frozen,train_probe,top2,gaussian_postrelu,ratio to plain,5,0.5694413347197836,0.09467572160973127,0,5,0,0.6857460754078442,0.5479777073143561,0.5133795970710098,0.45525805369661093,0.6448452401090972
ordinary,centre_frozen,train_probe,top2,resolution_max_b1_gaussian_conv,value,5,923.8744935306074,24.10080021858192,0,5,0,922.6323459595831,928.8763031011574,950.9020101176404,931.8520554671354,885.1097530075205
ordinary,centre_frozen,train_probe,top2,resolution_max_b1_gaussian_conv,difference vs plain,5,-983.5687711371577,163.9498274709867,5,0,0,-763.148079299697,-1013.4073147187282,-1060.5309463995068,-1191.4824274855437,-889.2750877823124
ordinary,centre_frozen,train_probe,top2,resolution_max_b1_gaussian_conv,ratio to plain,5,0.4871958923740226,0.0399160410294867,0,5,0,0.5473027994245919,0.47823927184422926,0.47274854826091445,0.4388625828613281,0.49882625947904913
ordinary,centre_frozen,train_probe,min,plain,value,5,-4.289567647900227,1.329328303440478,5,0,0,-3.5833394743178304,-3.946751986251483,-3.26126710559622,-6.6004607894777685,-4.056018883857836
ordinary,centre_frozen,train_probe,min,resolution_max_b1,value,5,-2.950056129731995,0.40137598035611993,5,0,0,-2.702532921982537,-3.5484317308149427,-3.143682834719099,-2.5375141092049778,-2.818119051938418
ordinary,centre_frozen,train_probe,min,resolution_max_b1,difference vs plain,5,1.3395115181682329,1.5824649643329012,0,5,0,0.8808065523352933,0.39832025543654037,0.11758427087712109,4.062946680272791,1.2378998319194179
ordinary,centre_frozen,train_probe,min,resolution_max_b1,ratio to plain,5,0.7392919777778115,0.2258972128154481,0,5,0,0.7541939415318794,0.8990764413816501,0.9639452191219325,0.38444499409044247,0.6947992927631531
ordinary,centre_frozen,train_probe,min,gaussian_postrelu,value,5,-3.0705954748385036,0.44745640767615485,5,0,0,-2.909103855047335,-3.014678241936512,-3.2963605560378357,-3.666691415379243,-2.466143305791592
ordinary,centre_frozen,train_probe,min,gaussian_postrelu,difference vs plain,5,1.2189721730617238,1.1213639001272195,1,4,0,0.6742356192704952,0.9320737443149709,-0.035093450441615825,2.9337693740985253,1.589875578066244
ordinary,centre_frozen,train_probe,min,gaussian_postrelu,ratio to plain,5,0.7499962367209785,0.1802722881392201,0,5,0,0.8118415449881842,0.7638377715240655,1.01076067960867,0.5555205208134194,0.6080206666705525
