method,seed,checkpoint,update,reason,state_label,resolution,sigma_G,policy,train_probe_ce,train_probe_acc,test_probe_ce,test_probe_acc
resolution_max_b1_gaussian_conv,2,update_001223.pt,1223,transition_window,current,16,0.85,recalibrated,0.9479645080566407,0.646,1.0357808227539063,0.621
resolution_max_b1_gaussian_conv,2,epoch_004.pt,1564,epoch_end,final,32,0.0,saved,3.33140576171875,0.213,3.303131591796875,0.217
resolution_max_b1_gaussian_conv,2,epoch_004.pt,1564,epoch_end,final,32,0.0,recalibrated,1.5779077758789062,0.436,1.5790855712890626,0.429
resolution_max_b1_gaussian_conv,2,epoch_004.pt,1564,epoch_end,current,16,0.85,saved,0.8618129577636718,0.681,0.9397938232421875,0.666
resolution_max_b1_gaussian_conv,2,epoch_004.pt,1564,epoch_end,current,16,0.85,recalibrated,0.8512299194335937,0.691,0.9316170654296875,0.665
resolution_max_b1_gaussian_conv,2,epoch_005.pt,1955,epoch_end,final,32,0.0,saved,3.7207178955078124,0.213,3.69213427734375,0.219
resolution_max_b1_gaussian_conv,2,epoch_005.pt,1955,epoch_end,final,32,0.0,recalibrated,1.5206409912109375,0.486,1.5204760131835937,0.461
resolution_max_b1_gaussian_conv,2,epoch_005.pt,1955,epoch_end,current,16,0.85,saved,0.7489735717773438,0.726,0.8710381469726562,0.684
resolution_max_b1_gaussian_conv,2,epoch_005.pt,1955,epoch_end,current,16,0.85,recalibrated,0.7327039489746093,0.733,0.8595602416992187,0.689
resolution_max_b1_gaussian_conv,2,update_002296.pt,2296,transition_window,final,32,0.0,saved,3.2818076171875,0.23,3.2109921875,0.231
resolution_max_b1_gaussian_conv,2,update_002296.pt,2296,transition_window,final,32,0.0,recalibrated,1.5318602905273437,0.459,1.5324136962890624,0.451
resolution_max_b1_gaussian_conv,2,update_002296.pt,2296,transition_window,current,16,0.85,saved,0.7108972778320313,0.747,0.7998084411621094,0.707
resolution_max_b1_gaussian_conv,2,update_002296.pt,2296,transition_window,current,16,0.85,recalibrated,0.7052453002929687,0.743,0.8018046264648437,0.705
resolution_max_b1_gaussian_conv,2,update_002336.pt,2336,transition_window,final,32,0.0,saved,2.9913193359375,0.238,2.920933349609375,0.239
resolution_max_b1_gaussian_conv,2,update_002336.pt,2336,transition_window,final,32,0.0,recalibrated,1.5409202270507814,0.471,1.5272713623046874,0.454
resolution_max_b1_gaussian_conv,2,update_002336.pt,2336,transition_window,current,16,0.85,saved,0.7168032836914062,0.753,0.8432730712890625,0.699
resolution_max_b1_gaussian_conv,2,update_002336.pt,2336,transition_window,current,16,0.85,recalibrated,0.6994527893066407,0.752,0.8209383850097656,0.703
resolution_max_b1_gaussian_conv,2,update_002345.pt,2345,transition_window,final,32,0.0,saved,3.4429171142578125,0.215,3.373328857421875,0.22
resolution_max_b1_gaussian_conv,2,update_002345.pt,2345,transition_window,final,32,0.0,recalibrated,1.5273314208984374,0.481,1.5310487060546876,0.457
resolution_max_b1_gaussian_conv,2,update_002345.pt,2345,transition_window,current,16,0.85,saved,0.6968315734863281,0.758,0.8311322937011719,0.707
resolution_max_b1_gaussian_conv,2,update_002345.pt,2345,transition_window,current,16,0.85,recalibrated,0.6944924621582031,0.765,0.8155790405273438,0.7
resolution_max_b1_gaussian_conv,2,epoch_006.pt,2346,epoch_end,final,32,0.0,saved,3.606513916015625,0.213,3.532654052734375,0.217
resolution_max_b1_gaussian_conv,2,epoch_006.pt,2346,epoch_end,final,32,0.0,recalibrated,1.5375096435546876,0.469,1.541739990234375,0.45
resolution_max_b1_gaussian_conv,2,epoch_006.pt,2346,epoch_end,current,16,0.85,saved,0.708016845703125,0.758,0.8415161743164062,0.709
resolution_max_b1_gaussian_conv,2,epoch_006.pt,2346,epoch_end,current,16,0.85,recalibrated,0.6987175598144532,0.762,0.82070068359375,0.695
resolution_max_b1_gaussian_conv,2,update_002347.pt,2347,transition_window,final,32,0.0,saved,3.67206396484375,0.214,3.5976876220703127,0.22
resolution_max_b1_gaussian_conv,2,update_002347.pt,2347,transition_window,final,32,0.0,recalibrated,1.5460692138671874,0.453,1.549916015625,0.429
resolution_max_b1_gaussian_conv,2,update_002347.pt,2347,transition_window,current,24,0.7,saved,1.167947021484375,0.561,1.1747772827148437,0.584
resolution_max_b1_gaussian_conv,2,update_002347.pt,2347,transition_window,current,24,0.7,recalibrated,0.9581957092285156,0.659,0.9837509155273437,0.652
resolution_max_b1_gaussian_conv,2,update_002356.pt,2356,transition_window,final,32,0.0,saved,3.81992724609375,0.255,3.707447021484375,0.252
resolution_max_b1_gaussian_conv,2,update_002356.pt,2356,transition_window,final,32,0.0,recalibrated,1.5584193115234375,0.48,1.5483633422851562,0.466
resolution_max_b1_gaussian_conv,2,update_002356.pt,2356,transition_window,current,24,0.7,saved,0.9395733642578125,0.661,0.9683448486328124,0.66
resolution_max_b1_gaussian_conv,2,update_002356.pt,2356,transition_window,current,24,0.7,recalibrated,0.9303534545898438,0.673,0.9656820068359375,0.675
resolution_max_b1_gaussian_conv,2,update_002396.pt,2396,transition_window,final,32,0.0,saved,3.6104017333984375,0.25,3.5479561767578125,0.241
resolution_max_b1_gaussian_conv,2,update_002396.pt,2396,transition_window,final,32,0.0,recalibrated,1.52283837890625,0.48,1.5308797607421876,0.472
resolution_max_b1_gaussian_conv,2,update_002396.pt,2396,transition_window,current,24,0.7,saved,0.8569862060546874,0.691,0.9172209777832031,0.673
resolution_max_b1_gaussian_conv,2,update_002396.pt,2396,transition_window,current,24,0.7,recalibrated,0.8347964477539063,0.711,0.9041726989746094,0.676
resolution_max_b1_gaussian_conv,2,epoch_007.pt,2737,epoch_end,final,32,0.0,saved,3.416105224609375,0.29,3.35569873046875,0.275
resolution_max_b1_gaussian_conv,2,epoch_007.pt,2737,epoch_end,final,32,0.0,recalibrated,1.4925848388671874,0.482,1.4857757568359375,0.483
resolution_max_b1_gaussian_conv,2,epoch_007.pt,2737,epoch_end,current,24,0.7,saved,0.7354030151367188,0.733,0.7929552001953125,0.714
resolution_max_b1_gaussian_conv,2,epoch_007.pt,2737,epoch_end,current,24,0.7,recalibrated,0.7403947143554688,0.723,0.7973169555664062,0.711
resolution_max_b1_gaussian_conv,2,epoch_008.pt,3128,epoch_end,final,32,0.0,saved,3.8006826171875,0.323,3.7655052490234375,0.311
resolution_max_b1_gaussian_conv,2,epoch_008.pt,3128,epoch_end,final,32,0.0,recalibrated,1.5439822387695312,0.445,1.5533217163085937,0.444
resolution_max_b1_gaussian_conv,2,epoch_008.pt,3128,epoch_end,current,24,0.7,saved,0.7048626708984375,0.754,0.7613017272949218,0.72
resolution_max_b1_gaussian_conv,2,epoch_008.pt,3128,epoch_end,current,24,0.7,recalibrated,0.6845341491699218,0.768,0.7396075134277343,0.726
resolution_max_b1_gaussian_conv,2,update_003469.pt,3469,transition_window,final,32,0.0,saved,4.15076171875,0.262,4.133680786132812,0.233
resolution_max_b1_gaussian_conv,2,update_003469.pt,3469,transition_window,final,32,0.0,recalibrated,1.5531007080078125,0.457,1.5472467041015625,0.458
resolution_max_b1_gaussian_conv,2,update_003469.pt,3469,transition_window,current,24,0.7,saved,0.6851045227050782,0.763,0.7434539794921875,0.738
resolution_max_b1_gaussian_conv,2,update_003469.pt,3469,transition_window,current,24,0.7,recalibrated,0.6431811218261718,0.774,0.7161448364257812,0.744
resolution_max_b1_gaussian_conv,2,update_003509.pt,3509,transition_window,final,32,0.0,saved,3.870799072265625,0.276,3.8094617919921876,0.265
resolution_max_b1_gaussian_conv,2,update_003509.pt,3509,transition_window,final,32,0.0,recalibrated,1.5210302734375,0.477,1.5040697021484375,0.475
resolution_max_b1_gaussian_conv,2,update_003509.pt,3509,transition_window,current,24,0.7,saved,0.6532888793945313,0.757,0.7149307556152343,0.749
resolution_max_b1_gaussian_conv,2,update_003509.pt,3509,transition_window,current,24,0.7,recalibrated,0.638786865234375,0.78,0.7081194458007812,0.742
resolution_max_b1_gaussian_conv,2,update_003518.pt,3518,transition_window,final,32,0.0,saved,3.9431170654296874,0.244,3.9225008544921875,0.236
resolution_max_b1_gaussian_conv,2,update_003518.pt,3518,transition_window,final,32,0.0,recalibrated,1.566298583984375,0.443,1.5553305053710937,0.438
resolution_max_b1_gaussian_conv,2,update_003518.pt,3518,transition_window,current,24,0.7,saved,0.6370612182617188,0.777,0.7173267822265625,0.744
resolution_max_b1_gaussian_conv,2,update_003518.pt,3518,transition_window,current,24,0.7,recalibrated,0.6243274841308594,0.781,0.6908254089355469,0.749
resolution_max_b1_gaussian_conv,2,epoch_009.pt,3519,epoch_end,final,32,0.0,saved,3.9512607421875,0.249,3.93729541015625,0.239
resolution_max_b1_gaussian_conv,2,epoch_009.pt,3519,epoch_end,final,32,0.0,recalibrated,1.5661753540039063,0.45,1.5566488037109374,0.446
resolution_max_b1_gaussian_conv,2,epoch_009.pt,3519,epoch_end,current,24,0.7,saved,0.6406350402832032,0.776,0.7173063049316406,0.749
resolution_max_b1_gaussian_conv,2,epoch_009.pt,3519,epoch_end,current,24,0.7,recalibrated,0.6218771667480468,0.778,0.688921875,0.75
resolution_max_b1_gaussian_conv,2,update_003520.pt,3520,transition_window,final,32,0.0,saved,3.6299923095703126,0.24,3.6114080810546874,0.228
resolution_max_b1_gaussian_conv,2,update_003520.pt,3520,transition_window,final,32,0.0,recalibrated,1.5640025024414062,0.454,1.5560416870117189,0.456
resolution_max_b1_gaussian_conv,2,update_003520.pt,3520,transition_window,current,24,0.6,saved,0.7239176635742187,0.75,0.7634674987792969,0.738
resolution_max_b1_gaussian_conv,2,update_003520.pt,3520,transition_window,current,24,0.6,recalibrated,0.6965239868164063,0.773,0.7320872192382812,0.754
resolution_max_b1_gaussian_conv,2,update_003529.pt,3529,transition_window,final,32,0.0,saved,3.157349609375,0.219,3.1333975830078127,0.22
resolution_max_b1_gaussian_conv,2,update_003529.pt,3529,transition_window,final,32,0.0,recalibrated,1.4929561767578126,0.518,1.4919652099609375,0.517
resolution_max_b1_gaussian_conv,2,update_003529.pt,3529,transition_window,current,24,0.6,saved,0.6879651489257812,0.758,0.7389773559570313,0.748
resolution_max_b1_gaussian_conv,2,update_003529.pt,3529,transition_window,current,24,0.6,recalibrated,0.6733881530761718,0.77,0.7211201782226563,0.76
resolution_max_b1_gaussian_conv,2,update_003569.pt,3569,transition_window,final,32,0.0,saved,3.036615234375,0.253,3.0230806884765626,0.248
resolution_max_b1_gaussian_conv,2,update_003569.pt,3569,transition_window,final,32,0.0,recalibrated,1.3848683471679688,0.529,1.3760435791015626,0.55
resolution_max_b1_gaussian_conv,2,update_003569.pt,3569,transition_window,current,24,0.6,saved,0.6330446472167969,0.771,0.6859141235351562,0.755
resolution_max_b1_gaussian_conv,2,update_003569.pt,3569,transition_window,current,24,0.6,recalibrated,0.6417362670898438,0.771,0.6854364318847657,0.751
resolution_max_b1_gaussian_conv,2,epoch_010.pt,3910,epoch_end,final,32,0.0,saved,3.6207149658203126,0.217,3.5958218994140627,0.205
resolution_max_b1_gaussian_conv,2,epoch_010.pt,3910,epoch_end,final,32,0.0,recalibrated,1.3363267211914063,0.551,1.3477836303710937,0.546
resolution_max_b1_gaussian_conv,2,epoch_010.pt,3910,epoch_end,current,24,0.6,saved,0.5810858459472656,0.787,0.6450658874511719,0.775
resolution_max_b1_gaussian_conv,2,epoch_010.pt,3910,epoch_end,current,24,0.6,recalibrated,0.58380322265625,0.796,0.6433754577636719,0.783
resolution_max_b1_gaussian_conv,2,epoch_011.pt,4301,epoch_end,final,32,0.0,saved,2.9676715087890626,0.302,2.951441650390625,0.28
resolution_max_b1_gaussian_conv,2,epoch_011.pt,4301,epoch_end,final,32,0.0,recalibrated,1.2765216064453124,0.569,1.28640478515625,0.564
resolution_max_b1_gaussian_conv,2,epoch_011.pt,4301,epoch_end,current,24,0.6,saved,0.5420299072265625,0.819,0.6499372863769531,0.765
resolution_max_b1_gaussian_conv,2,epoch_011.pt,4301,epoch_end,current,24,0.6,recalibrated,0.5400686645507813,0.825,0.6433706970214844,0.762
resolution_max_b1_gaussian_conv,2,update_004642.pt,4642,transition_window,final,32,0.0,saved,3.8510650634765624,0.235,3.845739990234375,0.237
resolution_max_b1_gaussian_conv,2,update_004642.pt,4642,transition_window,final,32,0.0,recalibrated,1.2663760986328125,0.564,1.2899267578125,0.558
resolution_max_b1_gaussian_conv,2,update_004642.pt,4642,transition_window,current,24,0.6,saved,0.5290829772949219,0.818,0.660156982421875,0.76
resolution_max_b1_gaussian_conv,2,update_004642.pt,4642,transition_window,current,24,0.6,recalibrated,0.5144230346679688,0.818,0.6495158996582031,0.765
resolution_max_b1_gaussian_conv,2,update_004682.pt,4682,transition_window,final,32,0.0,saved,3.4256793212890626,0.255,3.41379736328125,0.253
resolution_max_b1_gaussian_conv,2,update_004682.pt,4682,transition_window,final,32,0.0,recalibrated,1.264275634765625,0.572,1.2800094604492187,0.56
resolution_max_b1_gaussian_conv,2,update_004682.pt,4682,transition_window,current,24,0.6,saved,0.5326725158691407,0.805,0.6590445556640625,0.774
resolution_max_b1_gaussian_conv,2,update_004682.pt,4682,transition_window,current,24,0.6,recalibrated,0.5220489807128906,0.813,0.6489264526367188,0.777
resolution_max_b1_gaussian_conv,2,update_004691.pt,4691,transition_window,final,32,0.0,saved,3.89290625,0.25,3.886292724609375,0.257
resolution_max_b1_gaussian_conv,2,update_004691.pt,4691,transition_window,final,32,0.0,recalibrated,1.284400634765625,0.557,1.3026226196289064,0.557
resolution_max_b1_gaussian_conv,2,update_004691.pt,4691,transition_window,current,24,0.6,saved,0.5118252563476563,0.81,0.6543651733398438,0.763
resolution_max_b1_gaussian_conv,2,update_004691.pt,4691,transition_window,current,24,0.6,recalibrated,0.5008267974853515,0.808,0.6394508056640625,0.774
resolution_max_b1_gaussian_conv,2,epoch_012.pt,4692,epoch_end,final,32,0.0,saved,3.8330997314453126,0.25,3.830775390625,0.256
resolution_max_b1_gaussian_conv,2,epoch_012.pt,4692,epoch_end,final,32,0.0,recalibrated,1.2839404296875,0.556,1.3050645751953125,0.56
resolution_max_b1_gaussian_conv,2,epoch_012.pt,4692,epoch_end,current,24,0.6,saved,0.5131208801269531,0.816,0.6519014892578125,0.767
resolution_max_b1_gaussian_conv,2,epoch_012.pt,4692,epoch_end,current,24,0.6,recalibrated,0.49972674560546876,0.811,0.6408884582519532,0.774
resolution_max_b1_gaussian_conv,2,update_004693.pt,4693,transition_window,final,32,0.0,saved,3.35189794921875,0.307,3.36543359375,0.293
resolution_max_b1_gaussian_conv,2,update_004693.pt,4693,transition_window,final,32,0.0,recalibrated,1.2713273315429687,0.563,1.2948890380859375,0.559
resolution_max_b1_gaussian_conv,2,update_004693.pt,4693,transition_window,current,32,0.5,saved,2.0973038330078126,0.382,2.100065185546875,0.367
resolution_max_b1_gaussian_conv,2,update_004693.pt,4693,transition_window,current,32,0.5,recalibrated,0.8495901184082031,0.685,1.0090001831054687,0.651
resolution_max_b1_gaussian_conv,2,update_004702.pt,4702,transition_window,final,32,0.0,saved,3.7365694580078124,0.309,3.646404296875,0.307
resolution_max_b1_gaussian_conv,2,update_004702.pt,4702,transition_window,final,32,0.0,recalibrated,1.1127642822265624,0.655,1.1347732543945312,0.635
resolution_max_b1_gaussian_conv,2,update_004702.pt,4702,transition_window,current,32,0.5,saved,0.8408477478027344,0.699,0.890318115234375,0.672
resolution_max_b1_gaussian_conv,2,update_004702.pt,4702,transition_window,current,32,0.5,recalibrated,0.7338531188964844,0.745,0.8047760314941407,0.714
resolution_max_b1_gaussian_conv,2,update_004742.pt,4742,transition_window,final,32,0.0,saved,4.100790771484375,0.277,3.964336181640625,0.276
resolution_max_b1_gaussian_conv,2,update_004742.pt,4742,transition_window,final,32,0.0,recalibrated,1.05593212890625,0.662,1.0590042724609374,0.675
resolution_max_b1_gaussian_conv,2,update_004742.pt,4742,transition_window,current,32,0.5,saved,0.6669021606445312,0.765,0.7589721069335937,0.739
resolution_max_b1_gaussian_conv,2,update_004742.pt,4742,transition_window,current,32,0.5,recalibrated,0.64251416015625,0.764,0.7215390625,0.746
resolution_max_b1_gaussian_conv,2,epoch_013.pt,5083,epoch_end,final,32,0.0,saved,3.5672864990234374,0.365,3.4137802734375,0.367
resolution_max_b1_gaussian_conv,2,epoch_013.pt,5083,epoch_end,final,32,0.0,recalibrated,1.0092676696777343,0.673,1.0176357421875,0.685
resolution_max_b1_gaussian_conv,2,epoch_013.pt,5083,epoch_end,current,32,0.5,saved,0.5711652221679687,0.811,0.6629532775878906,0.776
resolution_max_b1_gaussian_conv,2,epoch_013.pt,5083,epoch_end,current,32,0.5,recalibrated,0.56797998046875,0.812,0.6529124755859375,0.777
resolution_max_b1_gaussian_conv,2,epoch_014.pt,5474,epoch_end,final,32,0.0,saved,3.6170113525390626,0.348,3.6717669677734377,0.341
resolution_max_b1_gaussian_conv,2,epoch_014.pt,5474,epoch_end,final,32,0.0,recalibrated,0.9424187316894531,0.723,0.9587766723632812,0.685
resolution_max_b1_gaussian_conv,2,epoch_014.pt,5474,epoch_end,current,32,0.5,saved,0.5282878570556641,0.809,0.6534237670898437,0.762
resolution_max_b1_gaussian_conv,2,epoch_014.pt,5474,epoch_end,current,32,0.5,recalibrated,0.5043868255615235,0.83,0.6237940673828125,0.778
resolution_max_b1_gaussian_conv,2,update_005815.pt,5815,transition_window,final,32,0.0,saved,4.496814697265625,0.273,4.570494384765625,0.258
resolution_max_b1_gaussian_conv,2,update_005815.pt,5815,transition_window,final,32,0.0,recalibrated,0.9484375,0.71,0.97958447265625,0.687
resolution_max_b1_gaussian_conv,2,update_005815.pt,5815,transition_window,current,32,0.5,saved,0.488352783203125,0.841,0.62478271484375,0.78
resolution_max_b1_gaussian_conv,2,update_005815.pt,5815,transition_window,current,32,0.5,recalibrated,0.49025314331054687,0.837,0.6192320556640625,0.785
resolution_max_b1_gaussian_conv,2,update_005855.pt,5855,transition_window,final,32,0.0,saved,4.4510888671875,0.303,4.443995849609375,0.299
resolution_max_b1_gaussian_conv,2,update_005855.pt,5855,transition_window,final,32,0.0,recalibrated,0.920317626953125,0.726,0.9455864868164062,0.712
resolution_max_b1_gaussian_conv,2,update_005855.pt,5855,transition_window,current,32,0.5,saved,0.49095657348632815,0.83,0.605181884765625,0.784
resolution_max_b1_gaussian_conv,2,update_005855.pt,5855,transition_window,current,32,0.5,recalibrated,0.4761710357666016,0.831,0.5896205139160157,0.79
resolution_max_b1_gaussian_conv,2,update_005864.pt,5864,transition_window,final,32,0.0,saved,4.439479736328125,0.287,4.391849853515625,0.272
resolution_max_b1_gaussian_conv,2,update_005864.pt,5864,transition_window,final,32,0.0,recalibrated,0.9285570678710937,0.729,0.9478930969238282,0.698
resolution_max_b1_gaussian_conv,2,update_005864.pt,5864,transition_window,current,32,0.5,saved,0.49890531921386716,0.836,0.6194057006835938,0.79
resolution_max_b1_gaussian_conv,2,update_005864.pt,5864,transition_window,current,32,0.5,recalibrated,0.48892204284667967,0.837,0.5965680541992188,0.793
resolution_max_b1_gaussian_conv,2,epoch_015.pt,5865,epoch_end,final,32,0.0,saved,4.55500830078125,0.272,4.5021982421875,0.267
resolution_max_b1_gaussian_conv,2,epoch_015.pt,5865,epoch_end,final,32,0.0,recalibrated,0.9310529479980468,0.724,0.9494346313476563,0.7
resolution_max_b1_gaussian_conv,2,epoch_015.pt,5865,epoch_end,current,32,0.5,saved,0.49819288635253905,0.836,0.6069798278808594,0.798
resolution_max_b1_gaussian_conv,2,epoch_015.pt,5865,epoch_end,current,32,0.5,recalibrated,0.4871925811767578,0.837,0.5940975952148437,0.792
resolution_max_b1_gaussian_conv,2,update_005866.pt,5866,transition_window,final,32,0.0,saved,2.597737548828125,0.377,2.570900634765625,0.365
resolution_max_b1_gaussian_conv,2,update_005866.pt,5866,transition_window,final,32,0.0,recalibrated,0.9321441345214844,0.721,0.9493770751953124,0.697
resolution_max_b1_gaussian_conv,2,update_005866.pt,5866,transition_window,current,32,0.4,saved,0.7498343200683594,0.748,0.7903371887207031,0.722
resolution_max_b1_gaussian_conv,2,update_005866.pt,5866,transition_window,current,32,0.4,recalibrated,0.61605322265625,0.804,0.6659909973144531,0.789
resolution_max_b1_gaussian_conv,2,update_005875.pt,5875,transition_window,final,32,0.0,saved,1.1568436889648437,0.627,1.169481201171875,0.597
resolution_max_b1_gaussian_conv,2,update_005875.pt,5875,transition_window,final,32,0.0,recalibrated,0.870480712890625,0.743,0.8935359802246093,0.722
resolution_max_b1_gaussian_conv,2,update_005875.pt,5875,transition_window,current,32,0.4,saved,0.5899019470214844,0.795,0.6489328918457031,0.791
resolution_max_b1_gaussian_conv,2,update_005875.pt,5875,transition_window,current,32,0.4,recalibrated,0.5819940185546875,0.808,0.641375,0.802
resolution_max_b1_gaussian_conv,2,update_005915.pt,5915,transition_window,final,32,0.0,saved,1.0397911376953124,0.657,1.0757659912109374,0.623
resolution_max_b1_gaussian_conv,2,update_005915.pt,5915,transition_window,final,32,0.0,recalibrated,0.7535768737792968,0.767,0.7913656005859375,0.744
resolution_max_b1_gaussian_conv,2,update_005915.pt,5915,transition_window,current,32,0.4,saved,0.5657680969238281,0.808,0.6244748840332032,0.798
resolution_max_b1_gaussian_conv,2,update_005915.pt,5915,transition_window,current,32,0.4,recalibrated,0.53849951171875,0.816,0.6103529663085937,0.794
resolution_max_b1_gaussian_conv,2,epoch_016.pt,6256,epoch_end,final,32,0.0,saved,0.8574162292480468,0.71,0.9632024536132813,0.664
resolution_max_b1_gaussian_conv,2,epoch_016.pt,6256,epoch_end,final,32,0.0,recalibrated,0.6129761047363281,0.797,0.6859662170410157,0.772
resolution_max_b1_gaussian_conv,2,epoch_016.pt,6256,epoch_end,current,32,0.4,saved,0.4836900787353516,0.839,0.596376708984375,0.801
resolution_max_b1_gaussian_conv,2,epoch_016.pt,6256,epoch_end,current,32,0.4,recalibrated,0.4748552703857422,0.838,0.5811231384277343,0.812
resolution_max_b1_gaussian_conv,2,epoch_017.pt,6647,epoch_end,final,32,0.0,saved,0.7320504455566407,0.752,0.830150634765625,0.716
resolution_max_b1_gaussian_conv,2,epoch_017.pt,6647,epoch_end,final,32,0.0,recalibrated,0.5665175170898438,0.822,0.6505949401855469,0.775
resolution_max_b1_gaussian_conv,2,epoch_017.pt,6647,epoch_end,current,32,0.4,saved,0.4740615386962891,0.836,0.6000222778320312,0.799
resolution_max_b1_gaussian_conv,2,epoch_017.pt,6647,epoch_end,current,32,0.4,recalibrated,0.44885943603515627,0.843,0.5717516174316406,0.803
resolution_max_b1_gaussian_conv,2,update_006988.pt,6988,transition_window,final,32,0.0,saved,0.6961874694824218,0.756,0.845141357421875,0.701
resolution_max_b1_gaussian_conv,2,update_006988.pt,6988,transition_window,final,32,0.0,recalibrated,0.5213428955078125,0.837,0.6369904174804687,0.781
resolution_max_b1_gaussian_conv,2,update_006988.pt,6988,transition_window,current,32,0.4,saved,0.40406161499023435,0.852,0.5614654541015625,0.812
resolution_max_b1_gaussian_conv,2,update_006988.pt,6988,transition_window,current,32,0.4,recalibrated,0.39816485595703127,0.863,0.5537789306640625,0.809
resolution_max_b1_gaussian_conv,2,update_007028.pt,7028,transition_window,final,32,0.0,saved,0.7017381591796875,0.743,0.8648887939453125,0.69
resolution_max_b1_gaussian_conv,2,update_007028.pt,7028,transition_window,final,32,0.0,recalibrated,0.516778076171875,0.843,0.6408778686523438,0.78
resolution_max_b1_gaussian_conv,2,update_007028.pt,7028,transition_window,current,32,0.4,saved,0.3936850280761719,0.873,0.5555172729492187,0.806
resolution_max_b1_gaussian_conv,2,update_007028.pt,7028,transition_window,current,32,0.4,recalibrated,0.3963501586914063,0.875,0.5613103332519531,0.806
resolution_max_b1_gaussian_conv,2,update_007037.pt,7037,transition_window,final,32,0.0,saved,0.68969873046875,0.765,0.8285929870605468,0.708
resolution_max_b1_gaussian_conv,2,update_007037.pt,7037,transition_window,final,32,0.0,recalibrated,0.5194665222167969,0.843,0.6340104675292969,0.782
resolution_max_b1_gaussian_conv,2,update_007037.pt,7037,transition_window,current,32,0.4,saved,0.4032823791503906,0.864,0.5578068389892578,0.813
resolution_max_b1_gaussian_conv,2,update_007037.pt,7037,transition_window,current,32,0.4,recalibrated,0.39565794372558594,0.866,0.5533855438232422,0.811
resolution_max_b1_gaussian_conv,2,epoch_018.pt,7038,epoch_end,final,32,0.0,saved,0.691021484375,0.769,0.8260636291503907,0.714
resolution_max_b1_gaussian_conv,2,epoch_018.pt,7038,epoch_end,final,32,0.0,recalibrated,0.5197311401367187,0.847,0.6318586120605468,0.783
resolution_max_b1_gaussian_conv,2,epoch_018.pt,7038,epoch_end,current,32,0.4,saved,0.4105768432617187,0.864,0.5594770660400391,0.807
resolution_max_b1_gaussian_conv,2,epoch_018.pt,7038,epoch_end,current,32,0.4,recalibrated,0.39666018676757814,0.865,0.5516972808837891,0.813
resolution_max_b1_gaussian_conv,2,update_007039.pt,7039,transition_window,final,32,0.0,saved,0.5916415100097656,0.823,0.7108154296875,0.75
resolution_max_b1_gaussian_conv,2,update_007039.pt,7039,transition_window,final,32,0.0,recalibrated,0.5207061920166015,0.845,0.6300001831054688,0.781
resolution_max_b1_gaussian_conv,2,update_007039.pt,7039,transition_window,current,32,0.3,saved,0.5444458312988282,0.839,0.6645744934082031,0.767
resolution_max_b1_gaussian_conv,2,update_007039.pt,7039,transition_window,current,32,0.3,recalibrated,0.4976925048828125,0.852,0.6121518249511719,0.791
resolution_max_b1_gaussian_conv,2,update_007048.pt,7048,transition_window,final,32,0.0,saved,0.5140604858398438,0.834,0.6154547424316407,0.784
resolution_max_b1_gaussian_conv,2,update_007048.pt,7048,transition_window,final,32,0.0,recalibrated,0.5151639404296875,0.833,0.6140315856933594,0.791
resolution_max_b1_gaussian_conv,2,update_007048.pt,7048,transition_window,current,32,0.3,saved,0.49845013427734375,0.836,0.6024740295410156,0.801
resolution_max_b1_gaussian_conv,2,update_007048.pt,7048,transition_window,current,32,0.3,recalibrated,0.49466270446777344,0.836,0.5983062133789062,0.798
resolution_max_b1_gaussian_conv,2,update_007088.pt,7088,transition_window,final,32,0.0,saved,0.48665116882324216,0.842,0.6008265075683594,0.792
resolution_max_b1_gaussian_conv,2,update_007088.pt,7088,transition_window,final,32,0.0,recalibrated,0.4687325744628906,0.852,0.5898020629882812,0.81
resolution_max_b1_gaussian_conv,2,update_007088.pt,7088,transition_window,current,32,0.3,saved,0.47133975219726565,0.84,0.5887470703125,0.797
resolution_max_b1_gaussian_conv,2,update_007088.pt,7088,transition_window,current,32,0.3,recalibrated,0.4536604919433594,0.861,0.5812576293945313,0.801
resolution_max_b1_gaussian_conv,2,epoch_019.pt,7429,epoch_end,final,32,0.0,saved,0.41001649475097657,0.855,0.5756865081787109,0.808
resolution_max_b1_gaussian_conv,2,epoch_019.pt,7429,epoch_end,final,32,0.0,recalibrated,0.4083871765136719,0.863,0.5698665771484375,0.809
resolution_max_b1_gaussian_conv,2,epoch_019.pt,7429,epoch_end,current,32,0.3,saved,0.40514736938476564,0.86,0.5714547729492188,0.813
resolution_max_b1_gaussian_conv,2,epoch_019.pt,7429,epoch_end,current,32,0.3,recalibrated,0.399796630859375,0.865,0.5657897644042968,0.811
resolution_max_b1_gaussian_conv,2,epoch_020.pt,7820,epoch_end,final,32,0.0,saved,0.38277439880371095,0.873,0.5641117553710937,0.804
resolution_max_b1_gaussian_conv,2,epoch_020.pt,7820,epoch_end,final,32,0.0,recalibrated,0.38123733520507813,0.874,0.5556247253417969,0.808
resolution_max_b1_gaussian_conv,2,epoch_020.pt,7820,epoch_end,current,32,0.3,saved,0.37679823303222654,0.878,0.5594683837890625,0.804
resolution_max_b1_gaussian_conv,2,epoch_020.pt,7820,epoch_end,current,32,0.3,recalibrated,0.3739665222167969,0.872,0.5528707885742188,0.809
