method,seed,epoch,update,lr_last_update,train_loss_epoch,state_resolution,state_sigma_G,current_train_probe500_ce,current_train_probe500_acc,current_test_full_ce,current_test_full_acc,target_train_probe500_ce,target_train_probe500_acc,target_test_full_ce,target_test_full_acc
resolution_max_b1_gaussian_conv,2,16,6256,0.0022580968688929426,0.5775208788871765,32,0.4,0.532361572265625,0.81,0.6000886352539062,0.7935,0.8974283447265625,0.7,0.9411642364501953,0.6749
resolution_max_b1_gaussian_conv,2,17,6647,0.0019980084286831713,0.530703405008316,32,0.4,0.5095106811523438,0.834,0.6072883178710937,0.7914,0.7632852172851563,0.742,0.8347174865722656,0.7118
resolution_max_b1_gaussian_conv,2,18,7038,0.0017434765606983522,0.49747512979507447,32,0.4,0.43393801879882815,0.848,0.5769295852661133,0.8046,0.7029593505859375,0.774,0.834136767578125,0.7154
resolution_max_b1_gaussian_conv,2,19,7429,0.0014973186921401005,0.515408736000061,32,0.3,0.435735595703125,0.844,0.5765805389404297,0.8049,0.437756591796875,0.85,0.5798982055664063,0.8035
resolution_max_b1_gaussian_conv,2,20,7820,0.0012622595579512698,0.4763500767040253,32,0.3,0.41438165283203127,0.876,0.5605097610473633,0.8099,0.41718353271484376,0.87,0.5642755157470704,0.8086
resolution_max_b1_gaussian_conv,2,21,8211,0.0010409010405754784,0.451173684015274,32,0.3,0.3730157470703125,0.872,0.5460636657714844,0.816,0.37644036865234376,0.872,0.5520728729248047,0.8135
resolution_max_b1_gaussian_conv,2,22,8602,0.0008356933695777008,0.4352489686870575,32,0.0,0.3597110595703125,0.87,0.5501852066040039,0.8152,0.3597110595703125,0.87,0.5501852066040039,0.8152
resolution_max_b1_gaussian_conv,2,23,8993,0.0006489079999188671,0.4205212505531311,32,0.0,0.3377645874023438,0.892,0.5461431686401367,0.8164,0.3377645874023438,0.892,0.5461431686401367,0.8164
resolution_max_b1_gaussian_conv,2,24,9384,0.0004826124690963721,0.40383108815193175,32,0.0,0.33285317993164065,0.89,0.5477340026855468,0.8164,0.33285317993164065,0.89,0.5477340026855468,0.8164
resolution_max_b1_gaussian_conv,2,25,9775,0.0003386475114581614,0.3901605732679367,32,0.0,0.33415057373046875,0.884,0.5415172561645508,0.8174,0.33415057373046875,0.884,0.5415172561645508,0.8174
resolution_max_b1_gaussian_conv,2,26,10166,0.00021860668301331375,0.38233377214431763,32,0.0,0.320539306640625,0.902,0.5415950225830078,0.8174,0.320539306640625,0.902,0.5415950225830078,0.8174
resolution_max_b1_gaussian_conv,2,27,10557,0.00012381872227320984,0.3751334301280975,32,0.0,0.31668707275390623,0.9,0.5411539337158203,0.8186,0.31668707275390623,0.9,0.5411539337158203,0.8186
resolution_max_b1_gaussian_conv,2,28,10948,5.53328423720989e-05,0.37115325045585634,32,0.0,0.3132286071777344,0.894,0.5430102554321289,0.8198,0.3132286071777344,0.894,0.5430102554321289,0.8198
resolution_max_b1_gaussian_conv,2,29,11339,1.3907117269393864e-05,0.36805089349746706,32,0.0,0.3169911499023437,0.898,0.5416754608154297,0.8168,0.3169911499023437,0.898,0.5416754608154297,0.8168
resolution_max_b1_gaussian_conv,2,30,11730,9.058745198409212e-11,0.3673538166022301,32,0.0,0.312778564453125,0.9,0.5403551956176758,0.8187,0.312778564453125,0.9,0.5403551956176758,0.8187
