method,seed,checkpoint_update,state_label,resolution,sigma_G,policy,direction,amplitude,sign,train_probe_ce,train_probe_acc,test_probe_ce,test_probe_acc
gaussian_postrelu,2,1173,before,,1.0,recalibrated,3,0.25,1,1.6294893188476562,0.423,1.6406690673828126,0.406
gaussian_postrelu,2,1173,before,,1.0,recalibrated,3,0.25,-1,1.5597079467773438,0.462,1.6285389404296875,0.435
gaussian_postrelu,2,1173,after,,0.85,recalibrated,3,0.025,1,1.08052392578125,0.616,1.127440673828125,0.58
gaussian_postrelu,2,1173,after,,0.85,recalibrated,3,0.025,-1,1.0805241088867188,0.605,1.1312955322265625,0.583
gaussian_postrelu,2,1173,after,,0.85,recalibrated,3,0.05,1,1.09840576171875,0.606,1.142384765625,0.578
gaussian_postrelu,2,1173,after,,0.85,recalibrated,3,0.05,-1,1.0975269165039063,0.595,1.1483274536132813,0.579
gaussian_postrelu,2,1173,after,,0.85,recalibrated,3,0.1,1,1.1782108764648438,0.577,1.2150633544921876,0.554
gaussian_postrelu,2,1173,after,,0.85,recalibrated,3,0.1,-1,1.1735507202148439,0.567,1.22054833984375,0.556
gaussian_postrelu,2,1173,after,,0.85,recalibrated,3,0.2,1,1.4637406616210937,0.451,1.4852808227539063,0.457
gaussian_postrelu,2,1173,after,,0.85,recalibrated,3,0.2,-1,1.3950726318359374,0.497,1.4442041625976563,0.479
gaussian_postrelu,2,1173,after,,0.85,recalibrated,3,0.25,1,1.6108486328125,0.406,1.626408935546875,0.404
gaussian_postrelu,2,1173,after,,0.85,recalibrated,3,0.25,-1,1.515071044921875,0.474,1.5741693725585937,0.446
gaussian_postrelu,2,1173,final,,0.0,recalibrated,3,0.025,1,1.8821415405273438,0.273,1.87323291015625,0.269
gaussian_postrelu,2,1173,final,,0.0,recalibrated,3,0.025,-1,1.874380126953125,0.287,1.8653907470703126,0.268
gaussian_postrelu,2,1173,final,,0.0,recalibrated,3,0.05,1,1.8928992919921874,0.267,1.884021484375,0.262
gaussian_postrelu,2,1173,final,,0.0,recalibrated,3,0.05,-1,1.8763884887695312,0.278,1.8667626342773438,0.278
gaussian_postrelu,2,1173,final,,0.0,recalibrated,3,0.1,1,1.9261348876953126,0.247,1.9189141845703126,0.25
gaussian_postrelu,2,1173,final,,0.0,recalibrated,3,0.1,-1,1.8884299926757813,0.276,1.8836903076171876,0.283
gaussian_postrelu,2,1173,final,,0.0,recalibrated,3,0.2,1,2.0360900268554687,0.216,2.030572021484375,0.211
gaussian_postrelu,2,1173,final,,0.0,recalibrated,3,0.2,-1,1.94704638671875,0.254,1.9503790283203124,0.278
gaussian_postrelu,2,1173,final,,0.0,recalibrated,3,0.25,1,2.0983795166015624,0.198,2.0953323974609375,0.192
gaussian_postrelu,2,1173,final,,0.0,recalibrated,3,0.25,-1,1.9838345947265625,0.25,1.9881569213867187,0.258
gaussian_postrelu,2,1173,before,,1.0,recalibrated,4,0.025,1,1.0724259033203125,0.608,1.1271862182617187,0.584
gaussian_postrelu,2,1173,before,,1.0,recalibrated,4,0.025,-1,1.0680991821289063,0.621,1.1281600341796876,0.586
gaussian_postrelu,2,1173,before,,1.0,recalibrated,4,0.05,1,1.1003934936523438,0.597,1.15123828125,0.57
gaussian_postrelu,2,1173,before,,1.0,recalibrated,4,0.05,-1,1.0895086669921874,0.61,1.15218896484375,0.576
gaussian_postrelu,2,1173,before,,1.0,recalibrated,4,0.1,1,1.2297947387695312,0.549,1.2881307373046875,0.525
gaussian_postrelu,2,1173,before,,1.0,recalibrated,4,0.1,-1,1.1815596313476562,0.579,1.2446932373046875,0.547
gaussian_postrelu,2,1173,before,,1.0,recalibrated,4,0.2,1,1.6375166015625,0.419,1.6732298583984375,0.419
gaussian_postrelu,2,1173,before,,1.0,recalibrated,4,0.2,-1,1.4973350830078125,0.457,1.5547031860351563,0.44
gaussian_postrelu,2,1173,before,,1.0,recalibrated,4,0.25,1,1.8489800415039062,0.377,1.869814697265625,0.373
gaussian_postrelu,2,1173,before,,1.0,recalibrated,4,0.25,-1,1.6714869995117188,0.403,1.7253331298828125,0.386
gaussian_postrelu,2,1173,after,,0.85,recalibrated,4,0.025,1,1.0821332397460937,0.614,1.1309913940429688,0.59
gaussian_postrelu,2,1173,after,,0.85,recalibrated,4,0.025,-1,1.08116064453125,0.616,1.13125927734375,0.589
gaussian_postrelu,2,1173,after,,0.85,recalibrated,4,0.05,1,1.1054571533203126,0.594,1.1507700805664063,0.585
gaussian_postrelu,2,1173,after,,0.85,recalibrated,4,0.05,-1,1.1013607788085937,0.612,1.152811767578125,0.573
gaussian_postrelu,2,1173,after,,0.85,recalibrated,4,0.1,1,1.2143456420898437,0.55,1.26587646484375,0.528
gaussian_postrelu,2,1173,after,,0.85,recalibrated,4,0.1,-1,1.1827886352539063,0.578,1.2350932006835937,0.545
gaussian_postrelu,2,1173,after,,0.85,recalibrated,4,0.2,1,1.5763760986328126,0.439,1.6133277587890624,0.432
gaussian_postrelu,2,1173,after,,0.85,recalibrated,4,0.2,-1,1.46681201171875,0.467,1.5185225830078124,0.447
gaussian_postrelu,2,1173,after,,0.85,recalibrated,4,0.25,1,1.7684939575195313,0.383,1.7964769897460937,0.377
gaussian_postrelu,2,1173,after,,0.85,recalibrated,4,0.25,-1,1.6254747314453124,0.42,1.67975341796875,0.397
gaussian_postrelu,2,1173,final,,0.0,recalibrated,4,0.025,1,1.87350341796875,0.285,1.865144775390625,0.27
gaussian_postrelu,2,1173,final,,0.0,recalibrated,4,0.025,-1,1.8835711059570313,0.268,1.8751143798828125,0.268
gaussian_postrelu,2,1173,final,,0.0,recalibrated,4,0.05,1,1.8775260009765624,0.281,1.8692606201171875,0.276
gaussian_postrelu,2,1173,final,,0.0,recalibrated,4,0.05,-1,1.896699951171875,0.257,1.8881277465820312,0.264
gaussian_postrelu,2,1173,final,,0.0,recalibrated,4,0.1,1,1.9066826171875,0.273,1.8981421508789063,0.254
gaussian_postrelu,2,1173,final,,0.0,recalibrated,4,0.1,-1,1.935211669921875,0.247,1.9272237548828124,0.24
gaussian_postrelu,2,1173,final,,0.0,recalibrated,4,0.2,1,2.018193603515625,0.219,2.005503112792969,0.243
gaussian_postrelu,2,1173,final,,0.0,recalibrated,4,0.2,-1,2.0438322143554686,0.227,2.0474197387695314,0.23
gaussian_postrelu,2,1173,final,,0.0,recalibrated,4,0.25,1,2.0829041748046877,0.217,2.0687174072265626,0.215
gaussian_postrelu,2,1173,final,,0.0,recalibrated,4,0.25,-1,2.1118564453125,0.221,2.1253243408203124,0.216
gaussian_postrelu,2,1173,before,,1.0,recalibrated,5,0.025,1,1.0668916625976563,0.609,1.1297545166015626,0.585
gaussian_postrelu,2,1173,before,,1.0,recalibrated,5,0.025,-1,1.0916052856445313,0.593,1.1408234252929688,0.579
gaussian_postrelu,2,1173,before,,1.0,recalibrated,5,0.05,1,1.1112303466796876,0.588,1.1784269409179688,0.548
gaussian_postrelu,2,1173,before,,1.0,recalibrated,5,0.05,-1,1.1510155639648438,0.575,1.1888598022460937,0.557
gaussian_postrelu,2,1173,before,,1.0,recalibrated,5,0.1,1,1.3052007446289062,0.524,1.3566845092773439,0.501
gaussian_postrelu,2,1173,before,,1.0,recalibrated,5,0.1,-1,1.322615966796875,0.513,1.3419884033203124,0.504
gaussian_postrelu,2,1173,before,,1.0,recalibrated,5,0.2,1,1.6282984619140626,0.411,1.676752197265625,0.397
gaussian_postrelu,2,1173,before,,1.0,recalibrated,5,0.2,-1,1.6766641845703125,0.402,1.6366810302734376,0.402
gaussian_postrelu,2,1173,before,,1.0,recalibrated,5,0.25,1,1.7433905639648437,0.377,1.8171044921875,0.348
gaussian_postrelu,2,1173,before,,1.0,recalibrated,5,0.25,-1,1.84984130859375,0.337,1.7790244750976563,0.368
gaussian_postrelu,2,1173,after,,0.85,recalibrated,5,0.025,1,1.078345703125,0.616,1.1339837646484374,0.581
gaussian_postrelu,2,1173,after,,0.85,recalibrated,5,0.025,-1,1.1002017822265624,0.598,1.1413543701171875,0.581
gaussian_postrelu,2,1173,after,,0.85,recalibrated,5,0.05,1,1.1151990356445312,0.589,1.1773641967773438,0.559
gaussian_postrelu,2,1173,after,,0.85,recalibrated,5,0.05,-1,1.1530790405273437,0.559,1.1825823974609375,0.563
gaussian_postrelu,2,1173,after,,0.85,recalibrated,5,0.1,1,1.2870062255859376,0.519,1.3419736938476563,0.5
gaussian_postrelu,2,1173,after,,0.85,recalibrated,5,0.1,-1,1.3025256958007811,0.517,1.3178997192382813,0.512
gaussian_postrelu,2,1173,after,,0.85,recalibrated,5,0.2,1,1.5915069580078125,0.427,1.6331127319335939,0.413
gaussian_postrelu,2,1173,after,,0.85,recalibrated,5,0.2,-1,1.62075732421875,0.4,1.5813751220703125,0.412
gaussian_postrelu,2,1173,after,,0.85,recalibrated,5,0.25,1,1.697721923828125,0.392,1.7633033447265625,0.357
gaussian_postrelu,2,1173,after,,0.85,recalibrated,5,0.25,-1,1.7771231079101562,0.35,1.7111651000976562,0.371
gaussian_postrelu,2,1173,final,,0.0,recalibrated,5,0.025,1,1.8865841674804686,0.28,1.88059814453125,0.269
gaussian_postrelu,2,1173,final,,0.0,recalibrated,5,0.025,-1,1.8737037353515624,0.276,1.8618446044921875,0.272
gaussian_postrelu,2,1173,final,,0.0,recalibrated,5,0.05,1,1.9073737182617188,0.269,1.9045455322265625,0.267
gaussian_postrelu,2,1173,final,,0.0,recalibrated,5,0.05,-1,1.8755167236328125,0.266,1.8614888305664063,0.273
gaussian_postrelu,2,1173,final,,0.0,recalibrated,5,0.1,1,1.9559378662109375,0.259,1.9544134521484375,0.25
gaussian_postrelu,2,1173,final,,0.0,recalibrated,5,0.1,-1,1.8955003662109375,0.259,1.8773197021484376,0.271
gaussian_postrelu,2,1173,final,,0.0,recalibrated,5,0.2,1,2.0488948974609373,0.238,2.0607735595703125,0.23
gaussian_postrelu,2,1173,final,,0.0,recalibrated,5,0.2,-1,1.9737637939453125,0.231,1.9580076904296875,0.239
gaussian_postrelu,2,1173,final,,0.0,recalibrated,5,0.25,1,2.096947509765625,0.22,2.1136204833984373,0.219
gaussian_postrelu,2,1173,final,,0.0,recalibrated,5,0.25,-1,2.030326904296875,0.212,2.0133990478515624,0.224
gaussian_postrelu,2,1173,before,,1.0,recalibrated,6,0.025,1,1.0829102783203124,0.595,1.1392503662109374,0.577
gaussian_postrelu,2,1173,before,,1.0,recalibrated,6,0.025,-1,1.0793136596679687,0.607,1.135483154296875,0.58
gaussian_postrelu,2,1173,before,,1.0,recalibrated,6,0.05,1,1.1278585205078124,0.579,1.1846014404296874,0.56
gaussian_postrelu,2,1173,before,,1.0,recalibrated,6,0.05,-1,1.1388088989257812,0.578,1.19809033203125,0.546
gaussian_postrelu,2,1173,before,,1.0,recalibrated,6,0.1,1,1.2620176391601563,0.535,1.3346881713867187,0.521
gaussian_postrelu,2,1173,before,,1.0,recalibrated,6,0.1,-1,1.3650250854492187,0.505,1.3969235229492187,0.478
gaussian_postrelu,2,1173,before,,1.0,recalibrated,6,0.2,1,1.5500839233398438,0.442,1.6191615600585938,0.421
gaussian_postrelu,2,1173,before,,1.0,recalibrated,6,0.2,-1,1.8328663330078125,0.366,1.8524492797851562,0.356
gaussian_postrelu,2,1173,before,,1.0,recalibrated,6,0.25,1,1.6906483154296874,0.394,1.7368507080078126,0.376
gaussian_postrelu,2,1173,before,,1.0,recalibrated,6,0.25,-1,2.0534722900390623,0.321,2.0953778076171874,0.282
gaussian_postrelu,2,1173,after,,0.85,recalibrated,6,0.025,1,1.095115478515625,0.598,1.1408346557617188,0.577
gaussian_postrelu,2,1173,after,,0.85,recalibrated,6,0.025,-1,1.0866143798828125,0.613,1.1395515747070313,0.578
gaussian_postrelu,2,1173,after,,0.85,recalibrated,6,0.05,1,1.1366870727539062,0.565,1.1821814575195313,0.565
gaussian_postrelu,2,1173,after,,0.85,recalibrated,6,0.05,-1,1.13812158203125,0.592,1.1970628051757812,0.54
gaussian_postrelu,2,1173,after,,0.85,recalibrated,6,0.1,1,1.254837158203125,0.535,1.3172150268554688,0.532
gaussian_postrelu,2,1173,after,,0.85,recalibrated,6,0.1,-1,1.3446915283203125,0.508,1.3851477661132812,0.485
gaussian_postrelu,2,1173,after,,0.85,recalibrated,6,0.2,1,1.5115965576171875,0.452,1.5781580200195313,0.437
gaussian_postrelu,2,1173,after,,0.85,recalibrated,6,0.2,-1,1.7886163330078124,0.367,1.8059393920898437,0.348
gaussian_postrelu,2,1173,after,,0.85,recalibrated,6,0.25,1,1.6397528686523437,0.401,1.69203759765625,0.4
gaussian_postrelu,2,1173,after,,0.85,recalibrated,6,0.25,-1,1.9966260986328126,0.323,2.032016357421875,0.287
gaussian_postrelu,2,1173,final,,0.0,recalibrated,6,0.025,1,1.874241943359375,0.288,1.8646807250976563,0.274
gaussian_postrelu,2,1173,final,,0.0,recalibrated,6,0.025,-1,1.8858056030273438,0.271,1.879656005859375,0.273
gaussian_postrelu,2,1173,final,,0.0,recalibrated,6,0.05,1,1.8790621337890625,0.289,1.869128662109375,0.277
gaussian_postrelu,2,1173,final,,0.0,recalibrated,6,0.05,-1,1.9084389038085938,0.255,1.904720458984375,0.26
gaussian_postrelu,2,1173,final,,0.0,recalibrated,6,0.1,1,1.9027791137695313,0.288,1.8963439331054688,0.285
gaussian_postrelu,2,1173,final,,0.0,recalibrated,6,0.1,-1,1.971179931640625,0.237,1.9699124145507811,0.227
gaussian_postrelu,2,1173,final,,0.0,recalibrated,6,0.2,1,1.99359130859375,0.247,1.987772216796875,0.264
gaussian_postrelu,2,1173,final,,0.0,recalibrated,6,0.2,-1,2.0940943603515625,0.195,2.1013179931640624,0.182
gaussian_postrelu,2,1173,final,,0.0,recalibrated,6,0.25,1,2.0511813354492188,0.233,2.04150341796875,0.258
gaussian_postrelu,2,1173,final,,0.0,recalibrated,6,0.25,-1,2.15530419921875,0.179,2.166947265625,0.17
gaussian_postrelu,2,1173,before,,1.0,recalibrated,7,0.025,1,1.0713345336914062,0.604,1.1261123657226562,0.588
gaussian_postrelu,2,1173,before,,1.0,recalibrated,7,0.025,-1,1.0797158203125,0.599,1.1353163452148438,0.581
gaussian_postrelu,2,1173,before,,1.0,recalibrated,7,0.05,1,1.10406640625,0.594,1.1542778930664062,0.575
gaussian_postrelu,2,1173,before,,1.0,recalibrated,7,0.05,-1,1.1160750732421876,0.587,1.1700028076171876,0.565
gaussian_postrelu,2,1173,before,,1.0,recalibrated,7,0.1,1,1.2427486572265625,0.56,1.2786702880859375,0.534
gaussian_postrelu,2,1173,before,,1.0,recalibrated,7,0.1,-1,1.2326959228515626,0.541,1.2906883544921874,0.528
gaussian_postrelu,2,1173,before,,1.0,recalibrated,7,0.2,1,1.6189277954101562,0.45,1.6479437255859375,0.41
gaussian_postrelu,2,1173,before,,1.0,recalibrated,7,0.2,-1,1.5798591918945313,0.434,1.6360369873046876,0.408
gaussian_postrelu,2,1173,before,,1.0,recalibrated,7,0.25,1,1.7894901123046876,0.404,1.811269287109375,0.38
gaussian_postrelu,2,1173,before,,1.0,recalibrated,7,0.25,-1,1.7593733520507813,0.381,1.8109285278320313,0.346
gaussian_postrelu,2,1173,after,,0.85,recalibrated,7,0.025,1,1.0806656494140625,0.609,1.1312697143554689,0.579
gaussian_postrelu,2,1173,after,,0.85,recalibrated,7,0.025,-1,1.0925489501953125,0.605,1.13725634765625,0.585
gaussian_postrelu,2,1173,after,,0.85,recalibrated,7,0.05,1,1.1094408569335938,0.596,1.1569900512695312,0.584
gaussian_postrelu,2,1173,after,,0.85,recalibrated,7,0.05,-1,1.1272468872070311,0.571,1.1683349609375,0.567
gaussian_postrelu,2,1173,after,,0.85,recalibrated,7,0.1,1,1.2311279296875,0.569,1.2690333251953125,0.54
gaussian_postrelu,2,1173,after,,0.85,recalibrated,7,0.1,-1,1.23133935546875,0.543,1.274959228515625,0.531
gaussian_postrelu,2,1173,after,,0.85,recalibrated,7,0.2,1,1.5807012329101562,0.469,1.6077957763671875,0.42
gaussian_postrelu,2,1173,after,,0.85,recalibrated,7,0.2,-1,1.534141357421875,0.44,1.5815428466796875,0.413
gaussian_postrelu,2,1173,after,,0.85,recalibrated,7,0.25,1,1.7450352172851562,0.418,1.7636487426757812,0.382
gaussian_postrelu,2,1173,after,,0.85,recalibrated,7,0.25,-1,1.7004984741210938,0.385,1.7448907470703126,0.355
gaussian_postrelu,2,1173,final,,0.0,recalibrated,7,0.025,1,1.8760628051757813,0.285,1.8669509887695312,0.272
gaussian_postrelu,2,1173,final,,0.0,recalibrated,7,0.025,-1,1.8821942749023437,0.277,1.8742376098632811,0.273
gaussian_postrelu,2,1173,final,,0.0,recalibrated,7,0.05,1,1.8826048583984376,0.284,1.87103173828125,0.27
gaussian_postrelu,2,1173,final,,0.0,recalibrated,7,0.05,-1,1.8943973388671875,0.274,1.887725830078125,0.264
gaussian_postrelu,2,1173,final,,0.0,recalibrated,7,0.1,1,1.9138387451171874,0.279,1.9037044677734376,0.259
gaussian_postrelu,2,1173,final,,0.0,recalibrated,7,0.1,-1,1.9301676635742187,0.255,1.9241910400390625,0.243
gaussian_postrelu,2,1173,final,,0.0,recalibrated,7,0.2,1,2.0140972900390626,0.26,2.015157043457031,0.246
gaussian_postrelu,2,1173,final,,0.0,recalibrated,7,0.2,-1,2.0286370849609376,0.214,2.036675842285156,0.204
gaussian_postrelu,2,1173,final,,0.0,recalibrated,7,0.25,1,2.06942626953125,0.242,2.06963916015625,0.244
gaussian_postrelu,2,1173,final,,0.0,recalibrated,7,0.25,-1,2.085216796875,0.2,2.0988480224609374,0.195
gaussian_postrelu,2,1173,before,,1.0,recalibrated,8,0.025,1,1.074812255859375,0.606,1.13591748046875,0.578
gaussian_postrelu,2,1173,before,,1.0,recalibrated,8,0.025,-1,1.06406884765625,0.614,1.1143781127929688,0.582
gaussian_postrelu,2,1173,before,,1.0,recalibrated,8,0.05,1,1.0992926635742188,0.584,1.1642817993164063,0.566
gaussian_postrelu,2,1173,before,,1.0,recalibrated,8,0.05,-1,1.0783059692382813,0.602,1.1206798706054688,0.588
gaussian_postrelu,2,1173,before,,1.0,recalibrated,8,0.1,1,1.1808861694335937,0.566,1.2491505126953124,0.55
gaussian_postrelu,2,1173,before,,1.0,recalibrated,8,0.1,-1,1.1422460327148438,0.577,1.159982177734375,0.567
gaussian_postrelu,2,1173,before,,1.0,recalibrated,8,0.2,1,1.4602180786132812,0.478,1.5430843505859375,0.47
gaussian_postrelu,2,1173,before,,1.0,recalibrated,8,0.2,-1,1.3991453857421876,0.495,1.3428892822265626,0.512
gaussian_postrelu,2,1173,before,,1.0,recalibrated,8,0.25,1,1.636371826171875,0.416,1.7200791015625,0.399
gaussian_postrelu,2,1173,before,,1.0,recalibrated,8,0.25,-1,1.5426572265625,0.449,1.4761378173828126,0.471
gaussian_postrelu,2,1173,after,,0.85,recalibrated,8,0.025,1,1.0870737915039062,0.6,1.1389440307617187,0.574
gaussian_postrelu,2,1173,after,,0.85,recalibrated,8,0.025,-1,1.073930908203125,0.617,1.1194793701171875,0.591
gaussian_postrelu,2,1173,after,,0.85,recalibrated,8,0.05,1,1.1104443359375,0.588,1.16486572265625,0.562
gaussian_postrelu,2,1173,after,,0.85,recalibrated,8,0.05,-1,1.084406005859375,0.612,1.1248583374023438,0.587
gaussian_postrelu,2,1173,after,,0.85,recalibrated,8,0.1,1,1.186574462890625,0.558,1.2452100219726563,0.542
gaussian_postrelu,2,1173,after,,0.85,recalibrated,8,0.1,-1,1.1372639770507813,0.583,1.157928466796875,0.582
gaussian_postrelu,2,1173,after,,0.85,recalibrated,8,0.2,1,1.4471333618164062,0.474,1.5257395629882813,0.455
gaussian_postrelu,2,1173,after,,0.85,recalibrated,8,0.2,-1,1.3660075073242188,0.507,1.3274246215820313,0.521
gaussian_postrelu,2,1173,after,,0.85,recalibrated,8,0.25,1,1.6136175537109374,0.416,1.6960166625976563,0.393
gaussian_postrelu,2,1173,after,,0.85,recalibrated,8,0.25,-1,1.5039801025390624,0.454,1.4511290283203124,0.481
gaussian_postrelu,2,1173,final,,0.0,recalibrated,8,0.025,1,1.8832656860351562,0.272,1.8770988159179687,0.266
gaussian_postrelu,2,1173,final,,0.0,recalibrated,8,0.025,-1,1.8732462158203125,0.284,1.860736328125,0.273
gaussian_postrelu,2,1173,final,,0.0,recalibrated,8,0.05,1,1.8944259033203126,0.273,1.890443603515625,0.274
gaussian_postrelu,2,1173,final,,0.0,recalibrated,8,0.05,-1,1.8753885498046876,0.281,1.859443359375,0.267
gaussian_postrelu,2,1173,final,,0.0,recalibrated,8,0.1,1,1.9291728515625,0.258,1.9305662841796876,0.253
gaussian_postrelu,2,1173,final,,0.0,recalibrated,8,0.1,-1,1.8915322265625,0.27,1.8706509399414062,0.266
gaussian_postrelu,2,1173,final,,0.0,recalibrated,8,0.2,1,2.0353631591796875,0.209,2.048517333984375,0.212
gaussian_postrelu,2,1173,final,,0.0,recalibrated,8,0.2,-1,1.9565821533203125,0.255,1.9299720458984375,0.236
gaussian_postrelu,2,1173,final,,0.0,recalibrated,8,0.25,1,2.0948363037109377,0.189,2.11400732421875,0.187
gaussian_postrelu,2,1173,final,,0.0,recalibrated,8,0.25,-1,1.9998245849609375,0.244,1.971906494140625,0.233
gaussian_postrelu,2,1173,before,,1.0,recalibrated,9,0.025,1,1.0894288330078126,0.606,1.1401058959960937,0.576
gaussian_postrelu,2,1173,before,,1.0,recalibrated,9,0.025,-1,1.0567741088867189,0.623,1.1148800659179687,0.587
gaussian_postrelu,2,1173,before,,1.0,recalibrated,9,0.05,1,1.1409080810546874,0.584,1.1782467041015625,0.558
gaussian_postrelu,2,1173,before,,1.0,recalibrated,9,0.05,-1,1.07037158203125,0.605,1.1274114990234374,0.589
gaussian_postrelu,2,1173,before,,1.0,recalibrated,9,0.1,1,1.3117249755859375,0.523,1.3230588989257812,0.513
gaussian_postrelu,2,1173,before,,1.0,recalibrated,9,0.1,-1,1.1589592895507812,0.569,1.208536376953125,0.56
gaussian_postrelu,2,1173,before,,1.0,recalibrated,9,0.2,1,1.6739902954101562,0.421,1.6396107788085938,0.441
gaussian_postrelu,2,1173,before,,1.0,recalibrated,9,0.2,-1,1.4780376586914064,0.469,1.5226141967773437,0.447
gaussian_postrelu,2,1173,before,,1.0,recalibrated,9,0.25,1,1.8427824096679688,0.372,1.8077059326171876,0.38
gaussian_postrelu,2,1173,before,,1.0,recalibrated,9,0.25,-1,1.6912249755859374,0.374,1.7334429931640625,0.375
gaussian_postrelu,2,1173,after,,0.85,recalibrated,9,0.025,1,1.0996390991210938,0.604,1.142992919921875,0.577
gaussian_postrelu,2,1173,after,,0.85,recalibrated,9,0.025,-1,1.0698367919921874,0.614,1.1212080688476562,0.588
gaussian_postrelu,2,1173,after,,0.85,recalibrated,9,0.05,1,1.1450311279296874,0.591,1.1771246337890624,0.567
gaussian_postrelu,2,1173,after,,0.85,recalibrated,9,0.05,-1,1.082395263671875,0.613,1.1339537353515625,0.589
gaussian_postrelu,2,1173,after,,0.85,recalibrated,9,0.1,1,1.2990672607421876,0.526,1.3081209716796875,0.526
gaussian_postrelu,2,1173,after,,0.85,recalibrated,9,0.1,-1,1.1629047241210937,0.58,1.2113462524414063,0.57
gaussian_postrelu,2,1173,after,,0.85,recalibrated,9,0.2,1,1.6384996337890625,0.411,1.6078912963867187,0.443
gaussian_postrelu,2,1173,after,,0.85,recalibrated,9,0.2,-1,1.4675438842773438,0.473,1.5144241943359376,0.445
gaussian_postrelu,2,1173,after,,0.85,recalibrated,9,0.25,1,1.796191650390625,0.378,1.7642689208984375,0.371
gaussian_postrelu,2,1173,after,,0.85,recalibrated,9,0.25,-1,1.668420166015625,0.382,1.7090360717773438,0.396
gaussian_postrelu,2,1173,final,,0.0,recalibrated,9,0.025,1,1.8793204345703125,0.274,1.8713868408203125,0.267
gaussian_postrelu,2,1173,final,,0.0,recalibrated,9,0.025,-1,1.8764619750976563,0.285,1.8684421997070313,0.268
gaussian_postrelu,2,1173,final,,0.0,recalibrated,9,0.05,1,1.8886207885742188,0.266,1.8824055786132812,0.264
gaussian_postrelu,2,1173,final,,0.0,recalibrated,9,0.05,-1,1.8819146118164063,0.276,1.8736421508789063,0.281
gaussian_postrelu,2,1173,final,,0.0,recalibrated,9,0.1,1,1.9285250244140626,0.263,1.9226024780273439,0.249
gaussian_postrelu,2,1173,final,,0.0,recalibrated,9,0.1,-1,1.9088134765625,0.266,1.9035452880859376,0.267
gaussian_postrelu,2,1173,final,,0.0,recalibrated,9,0.2,1,2.050677001953125,0.221,2.0554158935546876,0.211
gaussian_postrelu,2,1173,final,,0.0,recalibrated,9,0.2,-1,2.0012568969726563,0.226,2.00102294921875,0.226
gaussian_postrelu,2,1173,final,,0.0,recalibrated,9,0.25,1,2.120717041015625,0.199,2.1323096923828126,0.2
gaussian_postrelu,2,1173,final,,0.0,recalibrated,9,0.25,-1,2.0593154296875,0.196,2.0576390380859375,0.204
gaussian_postrelu,2,8211,before,,0.3,saved,,0.0,0,0.33335487365722655,0.889,0.5919400939941406,0.8
gaussian_postrelu,2,8211,before,,0.3,recalibrated,,0.0,0,0.3285268402099609,0.894,0.5877836608886718,0.801
gaussian_postrelu,2,8211,before,,0.3,recalibrated,0,0.025,1,0.35064720153808593,0.883,0.5970350036621094,0.792
gaussian_postrelu,2,8211,before,,0.3,recalibrated,0,0.025,-1,0.3404971618652344,0.887,0.5992742919921875,0.801
gaussian_postrelu,2,8211,before,,0.3,recalibrated,0,0.05,1,0.4096764221191406,0.863,0.6272453002929688,0.774
gaussian_postrelu,2,8211,before,,0.3,recalibrated,0,0.05,-1,0.3880418701171875,0.866,0.63492333984375,0.787
gaussian_postrelu,2,8211,before,,0.3,recalibrated,0,0.1,1,0.6071159973144531,0.803,0.7712066650390625,0.732
gaussian_postrelu,2,8211,before,,0.3,recalibrated,0,0.1,-1,0.5737583618164063,0.798,0.8035951843261718,0.722
gaussian_postrelu,2,8211,before,,0.3,recalibrated,0,0.2,1,1.2269722900390625,0.613,1.3309583129882812,0.579
gaussian_postrelu,2,8211,before,,0.3,recalibrated,0,0.2,-1,1.0801549072265626,0.621,1.27581494140625,0.606
gaussian_postrelu,2,8211,before,,0.3,recalibrated,0,0.25,1,1.592239990234375,0.516,1.6624579467773437,0.477
gaussian_postrelu,2,8211,before,,0.3,recalibrated,0,0.25,-1,1.3723117065429689,0.55,1.5394302978515626,0.518
gaussian_postrelu,2,8211,after,,0.0,saved,,0.0,0,0.34216349792480466,0.887,0.5970285034179688,0.8
gaussian_postrelu,2,8211,after,,0.0,recalibrated,,0.0,0,0.3350227813720703,0.891,0.5922714233398437,0.799
gaussian_postrelu,2,8211,after,,0.0,recalibrated,0,0.025,1,0.35708729553222657,0.885,0.6013846435546875,0.79
gaussian_postrelu,2,8211,after,,0.0,recalibrated,0,0.025,-1,0.34713531494140626,0.886,0.6037427978515625,0.802
gaussian_postrelu,2,8211,after,,0.0,recalibrated,0,0.05,1,0.41670828247070313,0.862,0.632790771484375,0.771
gaussian_postrelu,2,8211,after,,0.0,recalibrated,0,0.05,-1,0.3951867065429687,0.862,0.6402431030273438,0.78
gaussian_postrelu,2,8211,after,,0.0,recalibrated,0,0.1,1,0.6148755798339843,0.798,0.7768605041503907,0.73
gaussian_postrelu,2,8211,after,,0.0,recalibrated,0,0.1,-1,0.581841796875,0.797,0.8099574584960938,0.722
gaussian_postrelu,2,8211,after,,0.0,recalibrated,0,0.2,1,1.2346085205078126,0.614,1.3350009765625,0.574
gaussian_postrelu,2,8211,after,,0.0,recalibrated,0,0.2,-1,1.0867900085449218,0.62,1.2780226440429687,0.599
gaussian_postrelu,2,8211,after,,0.0,recalibrated,0,0.25,1,1.597798828125,0.51,1.6655820922851563,0.47
