method,seed,policy,direction,amplitude,sign,train_probe_ce,train_probe_acc,test_probe_ce,test_probe_acc
resolution_max_b1,0,saved,0,0.25,1,3.7224522705078127,0.321,3.68857470703125,0.347
resolution_max_b1,0,recalibrated,0,0.25,1,0.9107279052734375,0.683,1.0222532348632813,0.659
resolution_max_b1,0,saved,0,0.25,-1,2.423819580078125,0.407,2.585070068359375,0.379
resolution_max_b1,0,recalibrated,0,0.25,-1,1.231765625,0.622,1.32055419921875,0.591
resolution_max_b1,0,saved,1,0.025,1,0.3366072998046875,0.894,0.5793988952636718,0.802
resolution_max_b1,0,recalibrated,1,0.025,1,0.3279510192871094,0.892,0.5649432067871094,0.811
resolution_max_b1,0,saved,1,0.025,-1,0.34747279357910155,0.881,0.5851766357421875,0.798
resolution_max_b1,0,recalibrated,1,0.025,-1,0.3246712951660156,0.893,0.5654218139648437,0.807
resolution_max_b1,0,saved,1,0.05,1,0.3972737731933594,0.867,0.6348097839355469,0.779
resolution_max_b1,0,recalibrated,1,0.05,1,0.35447824096679686,0.883,0.5797963256835937,0.806
resolution_max_b1,0,saved,1,0.05,-1,0.4161782684326172,0.853,0.642839599609375,0.778
resolution_max_b1,0,recalibrated,1,0.05,-1,0.3471743927001953,0.883,0.58391357421875,0.791
resolution_max_b1,0,saved,1,0.1,1,0.6997646789550781,0.746,0.9120236206054687,0.703
resolution_max_b1,0,recalibrated,1,0.1,1,0.45210775756835936,0.844,0.64057177734375,0.783
resolution_max_b1,0,saved,1,0.1,-1,0.6952177429199219,0.754,0.8925615539550781,0.693
resolution_max_b1,0,recalibrated,1,0.1,-1,0.43724771118164063,0.855,0.6667434692382812,0.769
resolution_max_b1,0,saved,1,0.2,1,2.204567626953125,0.487,2.24949755859375,0.473
resolution_max_b1,0,recalibrated,1,0.2,1,0.8006539611816407,0.719,0.9006340942382812,0.677
resolution_max_b1,0,saved,1,0.2,-1,1.9242616577148437,0.483,2.18289794921875,0.419
resolution_max_b1,0,recalibrated,1,0.2,-1,0.8158979797363282,0.723,1.0763939819335937,0.658
resolution_max_b1,0,saved,1,0.25,1,3.331634521484375,0.363,3.335342041015625,0.368
resolution_max_b1,0,recalibrated,1,0.25,1,1.0467179260253907,0.632,1.09722900390625,0.629
resolution_max_b1,0,saved,1,0.25,-1,2.902249267578125,0.359,3.1215771484375,0.326
resolution_max_b1,0,recalibrated,1,0.25,-1,1.07261767578125,0.632,1.3065665283203125,0.588
resolution_max_b1,0,saved,2,0.025,1,0.3418635711669922,0.884,0.5805470886230468,0.795
resolution_max_b1,0,recalibrated,2,0.025,1,0.32462104797363284,0.896,0.5609214782714844,0.806
resolution_max_b1,0,saved,2,0.025,-1,0.34086573791503905,0.892,0.5878900146484375,0.802
resolution_max_b1,0,recalibrated,2,0.025,-1,0.327617919921875,0.896,0.5714921264648437,0.807
resolution_max_b1,0,saved,2,0.05,1,0.40594680786132814,0.853,0.6363158569335937,0.771
resolution_max_b1,0,recalibrated,2,0.05,1,0.348334716796875,0.888,0.5686680297851563,0.803
resolution_max_b1,0,saved,2,0.05,-1,0.40593270874023435,0.863,0.6508029479980468,0.773
resolution_max_b1,0,recalibrated,2,0.05,-1,0.35126605224609375,0.884,0.5899396362304687,0.795
resolution_max_b1,0,saved,2,0.1,1,0.6517650756835938,0.758,0.8812104797363282,0.691
resolution_max_b1,0,recalibrated,2,0.1,1,0.43952232360839844,0.846,0.6228623962402344,0.781
resolution_max_b1,0,saved,2,0.1,-1,0.6816036987304688,0.758,0.8991843872070312,0.712
resolution_max_b1,0,recalibrated,2,0.1,-1,0.434662109375,0.844,0.6461497192382812,0.783
resolution_max_b1,0,saved,2,0.2,1,1.6186746826171876,0.523,1.844667236328125,0.51
resolution_max_b1,0,recalibrated,2,0.2,1,0.7702066040039063,0.736,0.9034345092773437,0.698
resolution_max_b1,0,saved,2,0.2,-1,1.9416463623046876,0.526,2.0355132446289064,0.504
resolution_max_b1,0,recalibrated,2,0.2,-1,0.7613355102539062,0.726,0.8806484680175781,0.69
resolution_max_b1,0,saved,2,0.25,1,2.3191319580078127,0.437,2.505317626953125,0.434
resolution_max_b1,0,recalibrated,2,0.25,1,1.0298670043945313,0.65,1.1567215576171874,0.631
resolution_max_b1,0,saved,2,0.25,-1,2.86578759765625,0.444,2.97235498046875,0.398
resolution_max_b1,0,recalibrated,2,0.25,-1,0.990385498046875,0.669,1.0488270874023438,0.644
resolution_max_b1,0,saved,3,0.025,1,0.3641803741455078,0.876,0.6026864318847657,0.793
resolution_max_b1,0,recalibrated,3,0.025,1,0.3345410003662109,0.885,0.5670582885742188,0.809
resolution_max_b1,0,saved,3,0.025,-1,0.3466982116699219,0.888,0.5770606384277344,0.801
resolution_max_b1,0,recalibrated,3,0.025,-1,0.3272175750732422,0.893,0.5679750366210937,0.803
resolution_max_b1,0,saved,3,0.05,1,0.48604888916015626,0.822,0.7027764892578126,0.759
resolution_max_b1,0,recalibrated,3,0.05,1,0.3717489776611328,0.864,0.5847124633789063,0.806
resolution_max_b1,0,saved,3,0.05,-1,0.44817356872558595,0.845,0.655373291015625,0.781
resolution_max_b1,0,recalibrated,3,0.05,-1,0.3621201171875,0.89,0.5893317565917969,0.806
resolution_max_b1,0,saved,3,0.1,1,1.0155495910644532,0.673,1.1659072875976562,0.633
resolution_max_b1,0,recalibrated,3,0.1,1,0.48019798278808595,0.836,0.6545193786621094,0.778
resolution_max_b1,0,saved,3,0.1,-1,0.9493421936035156,0.692,1.1220726318359375,0.661
resolution_max_b1,0,recalibrated,3,0.1,-1,0.49317730712890623,0.832,0.67894091796875,0.761
resolution_max_b1,0,saved,3,0.2,1,3.29684912109375,0.311,3.3673214111328127,0.306
resolution_max_b1,0,recalibrated,3,0.2,1,0.8363901977539062,0.737,0.9481495361328125,0.68
resolution_max_b1,0,saved,3,0.2,-1,2.9786673583984373,0.391,3.1263681640625,0.373
resolution_max_b1,0,recalibrated,3,0.2,-1,0.8605889587402343,0.701,0.9576083374023437,0.676
resolution_max_b1,0,saved,3,0.25,1,4.616293701171875,0.232,4.67722705078125,0.22
resolution_max_b1,0,recalibrated,3,0.25,1,1.0798212890625,0.649,1.1605639038085938,0.616
resolution_max_b1,0,saved,3,0.25,-1,4.121234008789062,0.31,4.270208984375,0.296
resolution_max_b1,0,recalibrated,3,0.25,-1,1.0863263549804687,0.63,1.1581080932617187,0.616
resolution_max_b1,0,saved,4,0.025,1,0.3395816345214844,0.893,0.5799179992675781,0.79
resolution_max_b1,0,recalibrated,4,0.025,1,0.32331878662109376,0.892,0.5681972045898438,0.809
resolution_max_b1,0,saved,4,0.025,-1,0.3429434509277344,0.883,0.591174560546875,0.803
resolution_max_b1,0,recalibrated,4,0.025,-1,0.3269637145996094,0.896,0.5656234436035156,0.802
resolution_max_b1,0,saved,4,0.05,1,0.402821044921875,0.859,0.633234619140625,0.781
resolution_max_b1,0,recalibrated,4,0.05,1,0.34376165771484374,0.882,0.5866816101074219,0.795
resolution_max_b1,0,saved,4,0.05,-1,0.41498220825195314,0.851,0.664903564453125,0.774
resolution_max_b1,0,recalibrated,4,0.05,-1,0.3493002777099609,0.88,0.58164697265625,0.796
resolution_max_b1,0,saved,4,0.1,1,0.6875741577148438,0.756,0.8938489074707031,0.705
resolution_max_b1,0,recalibrated,4,0.1,1,0.4293977355957031,0.851,0.6625100708007813,0.772
resolution_max_b1,0,saved,4,0.1,-1,0.7667874450683594,0.725,1.01188330078125,0.677
resolution_max_b1,0,recalibrated,4,0.1,-1,0.4344107360839844,0.857,0.6491723937988281,0.78
resolution_max_b1,0,saved,4,0.2,1,2.03745654296875,0.488,2.2322813720703123,0.458
resolution_max_b1,0,recalibrated,4,0.2,1,0.796087646484375,0.704,1.0034658813476562,0.667
resolution_max_b1,0,saved,4,0.2,-1,2.92770849609375,0.354,3.1594512939453123,0.347
resolution_max_b1,0,recalibrated,4,0.2,-1,0.7552019348144531,0.734,0.9305178527832031,0.69
resolution_max_b1,0,saved,4,0.25,1,3.0262421875,0.383,3.1991572265625,0.356
resolution_max_b1,0,recalibrated,4,0.25,1,1.0786116943359374,0.625,1.2726829833984374,0.588
resolution_max_b1,0,saved,4,0.25,-1,4.726611083984375,0.248,4.915044921875,0.252
resolution_max_b1,0,recalibrated,4,0.25,-1,0.988860595703125,0.651,1.1325570678710937,0.621
resolution_max_b1,0,saved,5,0.025,1,0.33607394409179686,0.886,0.5800571899414062,0.804
resolution_max_b1,0,recalibrated,5,0.025,1,0.3260886993408203,0.89,0.5628629760742188,0.807
resolution_max_b1,0,saved,5,0.025,-1,0.34281365966796873,0.889,0.5758736572265625,0.804
resolution_max_b1,0,recalibrated,5,0.025,-1,0.3250068511962891,0.897,0.5693402709960937,0.799
resolution_max_b1,0,saved,5,0.05,1,0.3889906921386719,0.86,0.6245302734375,0.781
resolution_max_b1,0,recalibrated,5,0.05,1,0.34970243835449216,0.881,0.5729847412109375,0.803
resolution_max_b1,0,saved,5,0.05,-1,0.40370310974121093,0.862,0.6205899047851563,0.786
resolution_max_b1,0,recalibrated,5,0.05,-1,0.3452500457763672,0.882,0.5868154907226563,0.798
resolution_max_b1,0,saved,5,0.1,1,0.5879126586914063,0.795,0.7793672180175781,0.739
resolution_max_b1,0,recalibrated,5,0.1,1,0.43841033935546875,0.848,0.6174009399414062,0.783
resolution_max_b1,0,saved,5,0.1,-1,0.671632568359375,0.764,0.8520139770507813,0.724
resolution_max_b1,0,recalibrated,5,0.1,-1,0.43319854736328123,0.853,0.6524804077148437,0.776
resolution_max_b1,0,saved,5,0.2,1,1.3077965087890624,0.586,1.4314248657226563,0.548
resolution_max_b1,0,recalibrated,5,0.2,1,0.7684699096679688,0.736,0.8679179992675782,0.694
resolution_max_b1,0,saved,5,0.2,-1,2.065600830078125,0.47,2.213271728515625,0.432
resolution_max_b1,0,recalibrated,5,0.2,-1,0.7581673889160156,0.727,0.9227932739257813,0.699
resolution_max_b1,0,saved,5,0.25,1,1.9394484252929687,0.447,2.1057515869140624,0.409
resolution_max_b1,0,recalibrated,5,0.25,1,0.9992562255859375,0.671,1.0859351806640625,0.623
resolution_max_b1,0,saved,5,0.25,-1,3.2983472900390627,0.338,3.4111728515625,0.321
resolution_max_b1,0,recalibrated,5,0.25,-1,0.9582999267578125,0.673,1.0909010009765625,0.645
resolution_max_b1,0,saved,6,0.025,1,0.32955245971679686,0.89,0.57204296875,0.796
resolution_max_b1,0,recalibrated,6,0.025,1,0.3204554443359375,0.901,0.5663591003417969,0.805
resolution_max_b1,0,saved,6,0.025,-1,0.34106161499023435,0.888,0.5804714965820312,0.803
resolution_max_b1,0,recalibrated,6,0.025,-1,0.33388848876953126,0.887,0.5649237976074218,0.809
resolution_max_b1,0,saved,6,0.05,1,0.363602783203125,0.876,0.6004032592773437,0.787
resolution_max_b1,0,recalibrated,6,0.05,1,0.33945455932617186,0.883,0.5843182373046875,0.798
resolution_max_b1,0,saved,6,0.05,-1,0.39093077087402345,0.868,0.6200599670410156,0.786
resolution_max_b1,0,recalibrated,6,0.05,-1,0.36290443420410157,0.872,0.5778057250976563,0.809
resolution_max_b1,0,saved,6,0.1,1,0.5235715942382813,0.813,0.7316361389160156,0.749
resolution_max_b1,0,recalibrated,6,0.1,1,0.4299350891113281,0.855,0.6516248474121094,0.778
resolution_max_b1,0,saved,6,0.1,-1,0.5786422119140625,0.787,0.7880614929199219,0.734
resolution_max_b1,0,recalibrated,6,0.1,-1,0.4620948791503906,0.835,0.6412718505859375,0.781
resolution_max_b1,0,saved,6,0.2,1,1.279013427734375,0.605,1.4368048706054688,0.578
resolution_max_b1,0,recalibrated,6,0.2,1,0.8026683349609375,0.73,0.9671255493164063,0.69
resolution_max_b1,0,saved,6,0.2,-1,1.4476124267578125,0.548,1.6019989013671876,0.522
resolution_max_b1,0,recalibrated,6,0.2,-1,0.7987456359863281,0.715,0.9120830078125,0.703
resolution_max_b1,0,saved,6,0.25,1,1.87135546875,0.502,1.9749457397460937,0.483
resolution_max_b1,0,recalibrated,6,0.25,1,1.1134263305664063,0.661,1.2646685791015626,0.622
resolution_max_b1,0,saved,6,0.25,-1,2.2632822265625,0.417,2.36841650390625,0.379
resolution_max_b1,0,recalibrated,6,0.25,-1,1.0283040161132813,0.66,1.1129078979492188,0.626
resolution_max_b1,0,saved,7,0.025,1,0.33427340698242186,0.894,0.5724854736328125,0.807
resolution_max_b1,0,recalibrated,7,0.025,1,0.327277099609375,0.895,0.5604889526367187,0.807
resolution_max_b1,0,saved,7,0.025,-1,0.3419441375732422,0.881,0.5831016845703125,0.804
resolution_max_b1,0,recalibrated,7,0.025,-1,0.3219530944824219,0.899,0.5702480773925781,0.812
resolution_max_b1,0,saved,7,0.05,1,0.3810603790283203,0.878,0.6075177612304687,0.801
resolution_max_b1,0,recalibrated,7,0.05,1,0.34873519897460936,0.883,0.5690025024414063,0.798
resolution_max_b1,0,saved,7,0.05,-1,0.3973535919189453,0.857,0.6289138793945312,0.781
resolution_max_b1,0,recalibrated,7,0.05,-1,0.33839892578125,0.891,0.5878066711425781,0.799
resolution_max_b1,0,saved,7,0.1,1,0.5774790344238281,0.79,0.7711660766601562,0.752
resolution_max_b1,0,recalibrated,7,0.1,1,0.42195252990722654,0.852,0.6136685791015625,0.788
resolution_max_b1,0,saved,7,0.1,-1,0.6219765014648437,0.787,0.8056619262695313,0.727
resolution_max_b1,0,recalibrated,7,0.1,-1,0.4102109832763672,0.863,0.6438264770507812,0.784
resolution_max_b1,0,saved,7,0.2,1,1.9083178100585938,0.507,1.996244140625,0.487
resolution_max_b1,0,recalibrated,7,0.2,1,0.6610109558105469,0.768,0.7927018432617188,0.725
resolution_max_b1,0,saved,7,0.2,-1,1.6232548828125,0.526,1.77193017578125,0.483
resolution_max_b1,0,recalibrated,7,0.2,-1,0.6969925231933594,0.769,0.8694067687988282,0.705
resolution_max_b1,0,saved,7,0.25,1,3.691571044921875,0.312,3.8035723876953127,0.315
resolution_max_b1,0,recalibrated,7,0.25,1,0.8276285400390625,0.713,0.9316975402832032,0.682
resolution_max_b1,0,saved,7,0.25,-1,2.4449443359375,0.4,2.6501204833984375,0.352
resolution_max_b1,0,recalibrated,7,0.25,-1,0.911952392578125,0.705,1.070684814453125,0.638
resolution_max_b1,0,saved,8,0.025,1,0.34702229309082033,0.887,0.5805392761230469,0.792
resolution_max_b1,0,recalibrated,8,0.025,1,0.32762521362304686,0.89,0.5685250549316406,0.802
resolution_max_b1,0,saved,8,0.025,-1,0.34027940368652343,0.894,0.5859483337402344,0.8
resolution_max_b1,0,recalibrated,8,0.025,-1,0.32440516662597657,0.899,0.5668745422363282,0.809
resolution_max_b1,0,saved,8,0.05,1,0.43153689575195314,0.846,0.6394530029296875,0.77
resolution_max_b1,0,recalibrated,8,0.05,1,0.3549156188964844,0.886,0.5858681335449218,0.793
resolution_max_b1,0,saved,8,0.05,-1,0.4036576843261719,0.869,0.6444580688476562,0.784
resolution_max_b1,0,recalibrated,8,0.05,-1,0.3473175048828125,0.892,0.5829560546875,0.808
resolution_max_b1,0,saved,8,0.1,1,0.8968107299804687,0.713,1.0204234008789062,0.674
resolution_max_b1,0,recalibrated,8,0.1,1,0.4834739227294922,0.832,0.6707621154785156,0.764
resolution_max_b1,0,saved,8,0.1,-1,0.6638782653808594,0.775,0.9088799743652344,0.697
resolution_max_b1,0,recalibrated,8,0.1,-1,0.4294676971435547,0.848,0.6459474487304687,0.78
resolution_max_b1,0,saved,8,0.2,1,3.573928466796875,0.383,3.557875244140625,0.369
resolution_max_b1,0,recalibrated,8,0.2,1,0.9243844604492187,0.694,1.0085230712890625,0.649
resolution_max_b1,0,saved,8,0.2,-1,2.2455665283203126,0.411,2.522177734375,0.382
resolution_max_b1,0,recalibrated,8,0.2,-1,0.7315719604492188,0.757,0.9229358215332031,0.677
resolution_max_b1,0,saved,8,0.25,1,5.83052978515625,0.274,5.792539794921875,0.267
resolution_max_b1,0,recalibrated,8,0.25,1,1.2205918579101562,0.607,1.253990966796875,0.6
resolution_max_b1,0,saved,8,0.25,-1,3.7951341552734377,0.254,4.044455078125,0.248
resolution_max_b1,0,recalibrated,8,0.25,-1,0.9698053894042968,0.671,1.135216552734375,0.626
resolution_max_b1,0,saved,9,0.025,1,0.3404054565429688,0.886,0.5761465454101562,0.799
resolution_max_b1,0,recalibrated,9,0.025,1,0.32389321899414064,0.892,0.5597843933105469,0.801
resolution_max_b1,0,saved,9,0.025,-1,0.3450644226074219,0.889,0.587716796875,0.802
resolution_max_b1,0,recalibrated,9,0.025,-1,0.3293848266601562,0.885,0.5716200866699219,0.806
resolution_max_b1,0,saved,9,0.05,1,0.40188041687011716,0.864,0.6264302062988282,0.781
resolution_max_b1,0,recalibrated,9,0.05,1,0.34534416198730467,0.882,0.5709261474609375,0.799
resolution_max_b1,0,saved,9,0.05,-1,0.411999755859375,0.86,0.650897216796875,0.786
resolution_max_b1,0,recalibrated,9,0.05,-1,0.35687574768066405,0.88,0.5926318359375,0.791
resolution_max_b1,0,saved,9,0.1,1,0.6501448364257812,0.786,0.8694492797851563,0.705
resolution_max_b1,0,recalibrated,9,0.1,1,0.42950543212890624,0.85,0.6303203125,0.787
resolution_max_b1,0,saved,9,0.1,-1,0.7159775085449219,0.753,0.9426936645507813,0.698
resolution_max_b1,0,recalibrated,9,0.1,-1,0.4523224029541016,0.843,0.6576528930664063,0.779
resolution_max_b1,0,saved,9,0.2,1,2.0394024658203125,0.514,2.1592777099609375,0.478
resolution_max_b1,0,recalibrated,9,0.2,1,0.7740353088378906,0.723,0.8795487060546875,0.698
resolution_max_b1,0,saved,9,0.2,-1,2.668823486328125,0.39,2.8432861328125,0.357
resolution_max_b1,0,recalibrated,9,0.2,-1,0.8268707580566407,0.704,0.9603938903808594,0.671
resolution_max_b1,0,saved,9,0.25,1,3.2564393310546875,0.368,3.2857763671875,0.333
resolution_max_b1,0,recalibrated,9,0.25,1,1.0187899475097657,0.659,1.0736534423828126,0.628
resolution_max_b1,0,saved,9,0.25,-1,4.407667236328125,0.268,4.5427177734375,0.252
resolution_max_b1,0,recalibrated,9,0.25,-1,1.1277774047851563,0.627,1.2326596069335938,0.604
resolution_max_b1,0,saved,10,0.025,1,0.3437695617675781,0.887,0.5685746154785156,0.801
resolution_max_b1,0,recalibrated,10,0.025,1,0.3256798553466797,0.897,0.5558972473144531,0.809
resolution_max_b1,0,saved,10,0.025,-1,0.352368896484375,0.878,0.5970750732421874,0.796
resolution_max_b1,0,recalibrated,10,0.025,-1,0.32596482849121095,0.893,0.5705673217773437,0.805
resolution_max_b1,0,saved,10,0.05,1,0.42263568115234373,0.847,0.6212866821289063,0.779
resolution_max_b1,0,recalibrated,10,0.05,1,0.34772882080078127,0.882,0.5614469604492187,0.802
resolution_max_b1,0,saved,10,0.05,-1,0.4383259735107422,0.845,0.6733558959960938,0.775
resolution_max_b1,0,recalibrated,10,0.05,-1,0.3501356964111328,0.887,0.58607275390625,0.798
resolution_max_b1,0,saved,10,0.1,1,0.7757601318359375,0.729,0.9284386901855469,0.683
resolution_max_b1,0,recalibrated,10,0.1,1,0.42594664001464844,0.85,0.6176087951660156,0.787
resolution_max_b1,0,saved,10,0.1,-1,0.8015942993164062,0.729,0.9938284301757813,0.685
resolution_max_b1,0,recalibrated,10,0.1,-1,0.4423390045166016,0.843,0.6466607971191406,0.785
resolution_max_b1,0,saved,10,0.2,1,2.6326729736328125,0.402,2.7548448486328123,0.372
resolution_max_b1,0,recalibrated,10,0.2,1,0.7619625854492188,0.738,0.9423233642578125,0.689
resolution_max_b1,0,saved,10,0.2,-1,2.4493076171875,0.44,2.4727122802734374,0.429
resolution_max_b1,0,recalibrated,10,0.2,-1,0.768509765625,0.727,0.8996590881347656,0.704
resolution_max_b1,0,saved,10,0.25,1,4.248453125,0.283,4.405482421875,0.253
resolution_max_b1,0,recalibrated,10,0.25,1,1.0117638854980469,0.681,1.1858924560546875,0.631
resolution_max_b1,0,saved,10,0.25,-1,3.7951148681640623,0.312,3.6861141357421876,0.329
resolution_max_b1,0,recalibrated,10,0.25,-1,1.0261226806640624,0.659,1.105349365234375,0.651
resolution_max_b1,0,saved,11,0.025,1,0.34506964111328126,0.889,0.5826918640136719,0.8
resolution_max_b1,0,recalibrated,11,0.025,1,0.3244513702392578,0.9,0.5656783447265625,0.807
resolution_max_b1,0,saved,11,0.025,-1,0.343156494140625,0.881,0.5889551086425782,0.792
resolution_max_b1,0,recalibrated,11,0.025,-1,0.3267783050537109,0.885,0.5673883972167969,0.811
resolution_max_b1,0,saved,11,0.05,1,0.415544921875,0.861,0.6406704406738282,0.781
resolution_max_b1,0,recalibrated,11,0.05,1,0.34392156982421873,0.885,0.5822914123535157,0.803
resolution_max_b1,0,saved,11,0.05,-1,0.41969642639160154,0.856,0.6678328857421875,0.769
resolution_max_b1,0,recalibrated,11,0.05,-1,0.3504347686767578,0.88,0.584146728515625,0.807
resolution_max_b1,0,saved,11,0.1,1,0.6920620727539063,0.744,0.8860811157226562,0.697
resolution_max_b1,0,recalibrated,11,0.1,1,0.42637918090820315,0.861,0.6485641479492188,0.785
resolution_max_b1,0,saved,11,0.1,-1,0.803095703125,0.727,1.0737687377929688,0.659
resolution_max_b1,0,recalibrated,11,0.1,-1,0.44338522338867187,0.841,0.657206298828125,0.785
resolution_max_b1,0,saved,11,0.2,1,1.9521869506835938,0.435,2.0446181640625,0.45
resolution_max_b1,0,recalibrated,11,0.2,1,0.7475178527832032,0.736,0.9139990844726562,0.704
resolution_max_b1,0,saved,11,0.2,-1,3.0240743408203126,0.427,3.34943994140625,0.388
resolution_max_b1,0,recalibrated,11,0.2,-1,0.8296641235351563,0.72,1.0343781127929688,0.679
resolution_max_b1,0,saved,11,0.25,1,3.115568603515625,0.312,3.215367919921875,0.303
resolution_max_b1,0,recalibrated,11,0.25,1,0.9897097473144532,0.658,1.1316887817382812,0.639
resolution_max_b1,0,saved,11,0.25,-1,4.6367392578125,0.326,4.88280859375,0.314
resolution_max_b1,0,recalibrated,11,0.25,-1,1.1268284912109374,0.641,1.3364156494140624,0.595
resolution_max_b1,0,saved,12,0.025,1,0.34457174682617187,0.887,0.59375830078125,0.791
resolution_max_b1,0,recalibrated,12,0.025,1,0.3262662963867187,0.89,0.5689137878417969,0.807
resolution_max_b1,0,saved,12,0.025,-1,0.3446316680908203,0.887,0.5753921813964844,0.805
resolution_max_b1,0,recalibrated,12,0.025,-1,0.3246956787109375,0.891,0.56394384765625,0.811
resolution_max_b1,0,saved,12,0.05,1,0.4148424530029297,0.857,0.6580477294921875,0.779
resolution_max_b1,0,recalibrated,12,0.05,1,0.34998883056640623,0.893,0.5864285888671875,0.799
resolution_max_b1,0,saved,12,0.05,-1,0.42054295349121096,0.855,0.6392447509765625,0.789
resolution_max_b1,0,recalibrated,12,0.05,-1,0.34689610290527345,0.887,0.5788533020019532,0.803
resolution_max_b1,0,saved,12,0.1,1,0.6932352600097657,0.745,0.8952257080078125,0.71
resolution_max_b1,0,recalibrated,12,0.1,1,0.4397601318359375,0.847,0.6597677001953125,0.779
resolution_max_b1,0,saved,12,0.1,-1,0.7910859069824219,0.729,0.9982251281738281,0.689
resolution_max_b1,0,recalibrated,12,0.1,-1,0.4357333984375,0.854,0.6490245971679688,0.777
resolution_max_b1,0,saved,12,0.2,1,2.2706810302734377,0.462,2.42504736328125,0.459
resolution_max_b1,0,recalibrated,12,0.2,1,0.8042789611816407,0.711,0.9801997375488282,0.676
resolution_max_b1,0,saved,12,0.2,-1,2.864521484375,0.364,3.057007080078125,0.342
resolution_max_b1,0,recalibrated,12,0.2,-1,0.7793874206542969,0.725,0.9579550170898438,0.671
resolution_max_b1,0,saved,12,0.25,1,3.843198974609375,0.33,3.9323980712890627,0.325
resolution_max_b1,0,recalibrated,12,0.25,1,1.0909878540039062,0.619,1.2527979736328125,0.589
resolution_max_b1,0,saved,12,0.25,-1,4.575399169921875,0.236,4.742731201171875,0.231
resolution_max_b1,0,recalibrated,12,0.25,-1,1.028232666015625,0.65,1.196748779296875,0.595
resolution_max_b1,0,saved,13,0.025,1,0.34618450927734373,0.88,0.5813092956542969,0.802
resolution_max_b1,0,recalibrated,13,0.025,1,0.32991770935058595,0.895,0.562812744140625,0.807
resolution_max_b1,0,saved,13,0.025,-1,0.3343632659912109,0.885,0.5807829895019532,0.802
resolution_max_b1,0,recalibrated,13,0.025,-1,0.3236639404296875,0.894,0.5696595764160156,0.809
resolution_max_b1,0,saved,13,0.05,1,0.4179391326904297,0.863,0.6381187744140625,0.788
resolution_max_b1,0,recalibrated,13,0.05,1,0.3584523010253906,0.881,0.5745472717285156,0.806
resolution_max_b1,0,saved,13,0.05,-1,0.39082366943359376,0.856,0.6266521606445312,0.788
resolution_max_b1,0,recalibrated,13,0.05,-1,0.34989405822753905,0.882,0.5934230346679688,0.802
resolution_max_b1,0,saved,13,0.1,1,0.8085753173828125,0.721,0.9871634216308594,0.694
resolution_max_b1,0,recalibrated,13,0.1,1,0.4766875915527344,0.83,0.645700439453125,0.782
resolution_max_b1,0,saved,13,0.1,-1,0.6222506408691406,0.778,0.8209107055664062,0.73
resolution_max_b1,0,recalibrated,13,0.1,-1,0.45331314086914065,0.837,0.6880264587402344,0.767
resolution_max_b1,0,saved,13,0.2,1,3.1604476318359374,0.394,3.3429554443359377,0.373
resolution_max_b1,0,recalibrated,13,0.2,1,0.922450927734375,0.701,0.9898172607421875,0.658
resolution_max_b1,0,saved,13,0.2,-1,1.6058641967773437,0.545,1.7358184814453126,0.516
resolution_max_b1,0,recalibrated,13,0.2,-1,0.8701324462890625,0.718,1.0967879638671876,0.647
resolution_max_b1,0,saved,13,0.25,1,5.198198974609375,0.282,5.34357275390625,0.267
resolution_max_b1,0,recalibrated,13,0.25,1,1.201618408203125,0.609,1.2174540405273437,0.603
resolution_max_b1,0,saved,13,0.25,-1,2.43680029296875,0.44,2.4957490234375,0.4
resolution_max_b1,0,recalibrated,13,0.25,-1,1.195696044921875,0.622,1.3973738403320313,0.575
resolution_max_b1,0,saved,14,0.025,1,0.34417913818359375,0.882,0.580504638671875,0.797
resolution_max_b1,0,recalibrated,14,0.025,1,0.3213178100585937,0.902,0.5628378295898437,0.805
resolution_max_b1,0,saved,14,0.025,-1,0.3409918975830078,0.887,0.5816985473632813,0.799
resolution_max_b1,0,recalibrated,14,0.025,-1,0.32833639526367187,0.891,0.566503173828125,0.813
resolution_max_b1,0,saved,14,0.05,1,0.4115181884765625,0.859,0.6291026000976563,0.781
resolution_max_b1,0,recalibrated,14,0.05,1,0.336567626953125,0.889,0.5723509521484375,0.8
resolution_max_b1,0,saved,14,0.05,-1,0.4072205810546875,0.854,0.6400943908691407,0.778
resolution_max_b1,0,recalibrated,14,0.05,-1,0.35093093872070313,0.886,0.5809788513183594,0.802
resolution_max_b1,0,saved,14,0.1,1,0.70297119140625,0.754,0.855734619140625,0.724
resolution_max_b1,0,recalibrated,14,0.1,1,0.4036519317626953,0.853,0.6149290466308593,0.782
resolution_max_b1,0,saved,14,0.1,-1,0.7087781982421875,0.745,0.9172616882324218,0.707
resolution_max_b1,0,recalibrated,14,0.1,-1,0.4291635437011719,0.846,0.6363805847167969,0.781
resolution_max_b1,0,saved,14,0.2,1,2.2420191650390624,0.404,2.158841796875,0.412
resolution_max_b1,0,recalibrated,14,0.2,1,0.6736689147949219,0.775,0.8152139587402344,0.731
resolution_max_b1,0,saved,14,0.2,-1,2.572313720703125,0.412,2.67434033203125,0.392
resolution_max_b1,0,recalibrated,14,0.2,-1,0.7062575073242188,0.74,0.8340023498535156,0.71
resolution_max_b1,0,saved,14,0.25,1,3.608697998046875,0.235,3.49261474609375,0.236
resolution_max_b1,0,recalibrated,14,0.25,1,0.8707449951171875,0.704,0.9790738220214844,0.674
