method,seed,probe,policy,direction,dHd,g_dot_d,L0,grad_norm
gaussian_postrelu,3,test_probe,centre_frozen,16,101.11457255524257,-0.8525257425313448,0.5582676231861115,4.368155570886236
gaussian_postrelu,3,test_probe,centre_frozen,17,107.36809077993443,-0.03598845158286709,0.5582676231861115,4.368155570886236
gaussian_postrelu,3,test_probe,centre_frozen,18,174.2733551418775,0.29976680656740506,0.5582676231861115,4.368155570886236
gaussian_postrelu,3,test_probe,centre_frozen,19,140.73888962009278,0.22467087678790856,0.5582676231861115,4.368155570886236
plain,3,train_probe,saved,0,192.2696436551623,0.10601294368644132,0.17937830090522766,4.42861092513591
plain,3,train_probe,saved,1,190.60312942607897,-0.5171375033429735,0.17937830090522766,4.42861092513591
plain,3,train_probe,saved,2,105.92247329824565,0.212911709155425,0.17937830090522766,4.42861092513591
plain,3,train_probe,saved,3,131.89662107227133,0.3390570940069763,0.17937830090522766,4.42861092513591
plain,3,train_probe,saved,4,87.14588887528541,0.43452929689446235,0.17937830090522766,4.42861092513591
plain,3,train_probe,saved,5,90.04890438519534,-0.1465796361802609,0.17937830090522766,4.42861092513591
plain,3,train_probe,saved,6,56.431088883588046,0.02811023350574217,0.17937830090522766,4.42861092513591
plain,3,train_probe,saved,7,95.36632044630284,0.2551339674505698,0.17937830090522766,4.42861092513591
plain,3,train_probe,saved,8,118.35255740421621,0.059105326990455426,0.17937830090522766,4.42861092513591
plain,3,train_probe,saved,9,100.69378948452433,-0.19493761747991553,0.17937830090522766,4.42861092513591
plain,3,train_probe,saved,10,73.15981457946799,-0.32385892410344147,0.17937830090522766,4.42861092513591
plain,3,train_probe,saved,11,77.93229339454199,-0.34171304742717457,0.17937830090522766,4.42861092513591
plain,3,train_probe,saved,12,128.64040108063836,-0.08966045633989202,0.17937830090522766,4.42861092513591
plain,3,train_probe,saved,13,66.32230256919654,0.061153954019299156,0.17937830090522766,4.42861092513591
plain,3,train_probe,saved,14,110.41941816379408,-0.12333068980656281,0.17937830090522766,4.42861092513591
plain,3,train_probe,saved,15,70.08480069590885,-0.1674691594043042,0.17937830090522766,4.42861092513591
plain,3,train_probe,saved,16,85.77623031202046,0.1431545739094532,0.17937830090522766,4.42861092513591
